id,nom,ville,arrondissement,quartier,latitude,longitude,telephone,email,hemodialyse,dialyse_peritoneale,nb_postes_dialyse,seances_par_semaine,consultation_nephrologue,urgences_renales,prise_en_charge_cnps,prise_en_charge_minsante,horaires
DIA0228,Centre de Dialyse de Mvog-Beti,Yaoundé,Yaoundé VI,Mvog-Beti,3.909627,11.442095,+237 697 115 686,mvog-beti@yahoo.fr,Oui,Non,3,3 séances/semaine,Oui,Non,Non,Non,7j/7 — 06h00–22h00
DIA0229,Centre de Néphrologie de Akwa,Douala,Douala V,Mbanya,3.970427,9.672982,+237 654 326 266,néphrologieakw@yahoo.fr,Oui,Non,20,2 séances/semaine,Non,Non,Oui,Oui,Lun–Ven 07h00–19h00
DIA0230,Unité de Dialyse Mvé,Yaoundé,Yaoundé II,Biteng,3.801219,11.437204,+237 651 853 813,unitémvé@hotmail.com,Oui,Non,16,Sur rendez-vous,Oui,Non,Non,Oui,7j/7 — 07h00–21h00
DIA0231,Centre de Dialyse Saint-Thérèse,Douala,Douala III,Japoma,3.972391,9.713893,+237 691 541 012,thérèse@gmail.com,Oui,Non,14,2 séances/semaine,Oui,Non,Oui,Non,7j/7 — 07h00–21h00
DIA0232,Centre Rénal Elong,Douala,Douala IV,Cité des Palmiers,3.965459,9.699166,+237 233 273 308,rénalelong@gmail.com,Oui,Non,5,2 séances/semaine,Oui,Oui,Oui,Non,Lun–Ven 07h00–19h00
DIA0233,Centre de Dialyse Saint-Michel,Yaoundé,Yaoundé III,Obili,3.836528,11.502395,+237 222 835 114,michel@dialyse.cm,Oui,Non,14,Sur rendez-vous,Oui,Non,Non,Oui,7j/7 — 07h00–21h00
DIA0234,Centre Rénal Bikié,Douala,Douala I,Ndog-Passi III,4.05681,9.702169,+237 242 292 498,rénalbikié@hotmail.com,Oui,Non,3,Sur rendez-vous,Oui,Non,Oui,Oui,Lun–Sam 06h00–20h00
DIA0235,Unité de Dialyse Ngoa,Yaoundé,Yaoundé VII,Cité Verte,3.916345,11.495699,+237 679 909 517,uniténgoa@dialyse.cm,Oui,Non,20,2 séances/semaine,Oui,Oui,Oui,Oui,Lun–Ven 07h00–19h00
DIA0236,Unité de Dialyse Wamba,Douala,Douala I,Ndog-Bong,4.080135,9.654236,+237 652 929 142,unitéwamba@yahoo.fr,Oui,Non,10,3 séances/semaine,Oui,Non,Non,Non,7j/7 — 06h00–22h00
DIA0237,Unité de Dialyse Belinga,Yaoundé,Yaoundé I,Essos,3.903973,11.55326,+237 696 809 844,unitébelinga@hotmail.com,Oui,Oui,15,2 séances/semaine,Oui,Non,Non,Oui,7j/7 — 07h00–21h00
DIA0238,Unité de Dialyse Simo,Yaoundé,Yaoundé VI,Nkomo,3.824515,11.524925,+237 699 505 697,unitésimo@hotmail.com,Oui,Non,2,3 séances/semaine,Oui,Non,Oui,Non,7j/7 — 06h00–22h00
DIA0239,Centre de Dialyse de Mboppi,Douala,Douala III,Mboppi,3.992501,9.716144,+237 655 831 062,mboppi@dialyse.cm,Oui,Non,14,3 séances/semaine,Non,Non,Oui,Oui,7j/7 — 07h00–21h00
DIA0240,Centre de Néphrologie de Ekounou,Yaoundé,Yaoundé VI,Ekounou,3.815657,11.528272,+237 677 427 782,néphrologieeko@yahoo.fr,Oui,Non,20,2 séances/semaine,Oui,Oui,Oui,Oui,Lun–Sam 06h00–20h00
DIA0241,Centre de Néphrologie de Efoulan,Yaoundé,Yaoundé IV,Mvog-Atangana,3.938904,11.557858,+237 222 153 915,néphrologieefo@gmail.com,Oui,Non,12,2 séances/semaine,Non,Non,Oui,Oui,7j/7 — 07h00–21h00
DIA0242,Centre Rénal Nguele,Yaoundé,Yaoundé I,Biyem-Assi,3.793756,11.437791,+237 698 703 139,rénalnguele@yahoo.fr,Oui,Non,14,3 séances/semaine,Oui,Oui,Oui,Oui,7j/7 — 06h00–22h00
DIA0243,Unité de Dialyse Djoumbi,Douala,Douala I,Kotto,4.047789,9.650866,+237 696 361 321,unitédjoumbi@gmail.com,Oui,Non,11,Sur rendez-vous,Oui,Oui,Oui,Non,7j/7 — 06h00–22h00
DIA0244,Centre de Dialyse de Melen,Yaoundé,Yaoundé II,Simbock,3.842691,11.528465,+237 233 397 610,melen@gmail.com,Oui,Non,8,2 séances/semaine,Oui,Oui,Oui,Oui,7j/7 — 07h00–21h00
DIA0245,Unité de Dialyse Nguele,Yaoundé,Yaoundé VI,Mokolo,3.801517,11.493052,+237 699 499 292,uniténguele@gmail.com,Oui,Non,4,2 séances/semaine,Oui,Oui,Oui,Non,7j/7 — 06h00–22h00
DIA0246,Unité de Dialyse Onana,Yaoundé,Yaoundé VI,Mvan,3.784081,11.566652,+237 233 947 782,unitéonana@gmail.com,Oui,Oui,20,3 séances/semaine,Oui,Non,Oui,Oui,Lun–Sam 06h00–20h00
DIA0247,Centre de Dialyse de Madagascar,Yaoundé,Yaoundé I,Madagascar,3.823539,11.478274,+237 679 604 417,madagascar@gmail.com,Oui,Non,11,2 séances/semaine,Oui,Non,Oui,Oui,Lun–Ven 07h00–19h00
DIA0248,Centre de Néphrologie de Bepanda,Douala,Douala IV,Bonapriso,4.083603,9.628379,+237 691 323 502,néphrologiebep@gmail.com,Oui,Non,3,2 séances/semaine,Oui,Oui,Oui,Non,7j/7 — 06h00–22h00
DIA0249,Centre de Dialyse Saint-Anne,Yaoundé,Yaoundé VI,Messa,3.828561,11.422624,+237 691 501 130,anne@hotmail.com,Oui,Oui,18,3 séances/semaine,Oui,Oui,Oui,Oui,Lun–Ven 07h00–19h00
DIA0250,Unité de Dialyse Hamadou,Douala,Douala III,Nkongmondo,3.97946,9.707729,+237 699 494 712,unitéhamadou@dialyse.cm,Oui,Non,14,3 séances/semaine,Oui,Oui,Oui,Non,Lun–Ven 07h00–19h00
DIA0251,Centre de Dialyse de Bonanjo,Douala,Douala II,Akwa,4.077646,9.764533,+237 679 542 659,bonanjo@yahoo.fr,Oui,Oui,7,Sur rendez-vous,Oui,Oui,Non,Non,Lun–Sam 06h00–20h00
DIA0252,Centre de Néphrologie de Cité des Palmiers,Douala,Douala VI,Cité des Palmiers,4.014937,9.653597,+237 655 415 598,néphrologiecit@yahoo.fr,Oui,Oui,3,3 séances/semaine,Non,Non,Non,Non,7j/7 — 06h00–22h00
DIA0253,Centre de Néphrologie de Bali,Douala,Douala IV,PK8,4.103685,9.773787,+237 695 503 491,néphrologiebal@gmail.com,Oui,Oui,19,3 séances/semaine,Non,Oui,Non,Oui,Lun–Ven 07h00–19h00
DIA0254,Dialyse Bien-être,Douala,Douala III,Bepanda,4.072521,9.712706,+237 699 846 788,bien-être@gmail.com,Oui,Oui,6,3 séances/semaine,Non,Oui,Oui,Oui,Lun–Ven 07h00–19h00
DIA0255,Unité de Dialyse Manga,Yaoundé,Yaoundé IV,Nsam,3.901759,11.501281,+237 679 477 982,unitémanga@dialyse.cm,Oui,Non,13,2 séances/semaine,Oui,Oui,Oui,Oui,7j/7 — 07h00–21h00
DIA0256,Centre Rénal Hamadou,Douala,Douala I,Bonaberi,4.077487,9.776481,+237 699 781 754,rénalhamadou@hotmail.com,Oui,Oui,2,3 séances/semaine,Oui,Oui,Oui,Non,7j/7 — 07h00–21h00
DIA0257,Centre de Dialyse de Ndog-Bong,Douala,Douala V,Ndog-Bong,4.074547,9.766639,+237 699 691 095,ndog-bong@hotmail.com,Oui,Oui,7,3 séances/semaine,Non,Oui,Non,Non,7j/7 — 06h00–22h00
DIA0258,Centre de Néphrologie de Nkoabang,Yaoundé,Yaoundé VII,Ngousso,3.903273,11.447957,+237 652 351 739,néphrologienko@gmail.com,Oui,Non,20,2 séances/semaine,Non,Non,Non,Oui,Lun–Sam 06h00–20h00
DIA0259,Unité de Dialyse Kamga,Yaoundé,Yaoundé VII,Obili,3.760374,11.517504,+237 242 709 752,unitékamga@gmail.com,Oui,Non,9,3 séances/semaine,Non,Non,Oui,Non,Lun–Ven 07h00–19h00
DIA0260,Centre de Dialyse de Logbessou,Douala,Douala IV,Logbessou,3.982264,9.684965,+237 693 329 341,logbessou@dialyse.cm,Oui,Oui,9,Sur rendez-vous,Oui,Non,Non,Oui,Lun–Ven 07h00–19h00
DIA0261,Centre de Dialyse de Soboum,Douala,Douala VI,Cité des Palmiers,4.089758,9.77464,+237 690 547 832,soboum@dialyse.cm,Oui,Non,9,2 séances/semaine,Oui,Non,Oui,Non,Lun–Sam 06h00–20h00
DIA0262,Centre de Dialyse de Koumassi,Douala,Douala VI,PK17,4.00759,9.703705,+237 677 620 602,koumassi@dialyse.cm,Oui,Oui,2,3 séances/semaine,Oui,Non,Oui,Non,Lun–Ven 07h00–19h00
DIA0263,Centre de Néphrologie de Ndokoti,Douala,Douala II,Youpwé,4.064982,9.712949,+237 696 158 337,néphrologiendo@yahoo.fr,Oui,Non,16,3 séances/semaine,Non,Non,Oui,Non,Lun–Sam 06h00–20h00
DIA0264,Centre Rénal Eba,Yaoundé,Yaoundé VI,Étoa-Meki,3.932513,11.461074,+237 693 248 690,rénaleba@yahoo.fr,Oui,Non,4,Sur rendez-vous,Oui,Oui,Oui,Oui,Lun–Sam 06h00–20h00
DIA0265,Centre de Dialyse de Nkomo,Yaoundé,Yaoundé IV,Biyem-Assi,3.818685,11.527428,+237 697 952 141,nkomo@hotmail.com,Oui,Non,2,2 séances/semaine,Oui,Oui,Non,Oui,Lun–Ven 07h00–19h00
DIA0266,Unité de Dialyse Owona,Yaoundé,Yaoundé I,Mvog-Atangana,3.849091,11.593436,+237 691 603 284,unitéowona@gmail.com,Oui,Non,19,2 séances/semaine,Oui,Oui,Non,Non,Lun–Sam 06h00–20h00
DIA0267,Centre de Dialyse Saint-Luc,Douala,Douala V,PK10,3.993587,9.702385,+237 222 202 249,luc@gmail.com,Oui,Oui,7,3 séances/semaine,Oui,Oui,Oui,Non,7j/7 — 06h00–22h00
DIA0268,Centre de Dialyse de Omnisports,Yaoundé,Yaoundé VII,Mvan,3.883039,11.512067,+237 677 476 587,omnisports@hotmail.com,Oui,Oui,4,2 séances/semaine,Oui,Oui,Oui,Non,Lun–Ven 07h00–19h00
DIA0269,Centre de Dialyse de Youpwé,Douala,Douala III,Nyalla,4.064939,9.696457,+237 653 277 710,youpwé@hotmail.com,Oui,Oui,9,Sur rendez-vous,Non,Oui,Oui,Non,Lun–Ven 07h00–19h00
DIA0270,Centre de Dialyse de Nkongmondo,Douala,Douala II,PK14,4.112253,9.757452,+237 233 473 152,nkongmondo@dialyse.cm,Oui,Non,11,2 séances/semaine,Non,Non,Oui,Oui,7j/7 — 06h00–22h00
DIA0271,Centre de Dialyse de Nyalla,Douala,Douala III,Sodiko,3.995367,9.693798,+237 695 039 450,nyalla@gmail.com,Oui,Non,17,2 séances/semaine,Non,Non,Oui,Oui,7j/7 — 07h00–21h00
DIA0272,Centre Rénal Kuitche,Douala,Douala I,Mbanya,4.065469,9.712948,+237 222 093 133,rénalkuitche@yahoo.fr,Oui,Non,20,3 séances/semaine,Oui,Oui,Non,Non,Lun–Sam 06h00–20h00
DIA0273,Centre de Dialyse Saint-Thérèse,Douala,Douala VI,PK14,4.03146,9.740816,+237 692 374 659,thérèse@hotmail.com,Oui,Non,10,3 séances/semaine,Non,Oui,Oui,Non,Lun–Sam 06h00–20h00
DIA0274,Centre de Dialyse Saint-Étienne,Yaoundé,Yaoundé VI,Ngoa-Ekélé,3.83146,11.431146,+237 654 810 341,étienne@yahoo.fr,Oui,Non,19,3 séances/semaine,Oui,Non,Non,Non,Lun–Ven 07h00–19h00
DIA0275,Centre de Dialyse de Ekounou,Yaoundé,Yaoundé III,Ekounou,3.83683,11.429877,+237 677 253 069,ekounou@hotmail.com,Oui,Oui,9,2 séances/semaine,Oui,Oui,Oui,Non,7j/7 — 06h00–22h00
DIA0276,Centre de Néphrologie de Mvan,Yaoundé,Yaoundé II,Mvog-Atangana,3.938199,11.532264,+237 697 712 506,néphrologiemva@dialyse.cm,Oui,Non,12,2 séances/semaine,Non,Oui,Oui,Non,Lun–Ven 07h00–19h00
DIA0277,Unité de Dialyse Ndjock,Douala,Douala VI,Ndokoti,4.012637,9.683372,+237 653 662 458,uniténdjock@hotmail.com,Oui,Oui,4,Sur rendez-vous,Non,Non,Non,Oui,Lun–Ven 07h00–19h00
DIA0278,Centre de Néphrologie de Ndogbong,Douala,Douala VI,New Bell,4.115021,9.732807,+237 653 088 236,néphrologiendo@gmail.com,Oui,Non,13,2 séances/semaine,Non,Non,Oui,Oui,7j/7 — 07h00–21h00
DIA0279,Dialyse Santé,Yaoundé,Yaoundé III,Biyem-Assi,3.777074,11.557372,+237 222 441 199,santé@yahoo.fr,Oui,Non,13,Sur rendez-vous,Non,Non,Non,Non,7j/7 — 07h00–21h00
DIA0280,Centre de Dialyse de Ndogpassi,Douala,Douala IV,Youpwé,3.996278,9.659279,+237 651 050 413,ndogpassi@yahoo.fr,Oui,Non,19,Sur rendez-vous,Non,Non,Non,Oui,7j/7 — 06h00–22h00
DIA0281,Centre de Néphrologie de Bonanjo,Douala,Douala I,Ndog-Bong,4.043621,9.701095,+237 678 576 124,néphrologiebon@dialyse.cm,Oui,Non,20,Sur rendez-vous,Non,Non,Non,Oui,7j/7 — 06h00–22h00
DIA0282,Unité de Dialyse Engoulou,Yaoundé,Yaoundé I,Cité Verte,3.820307,11.489829,+237 652 163 893,unitéengoulou@dialyse.cm,Oui,Oui,13,3 séances/semaine,Oui,Oui,Oui,Oui,7j/7 — 07h00–21h00
DIA0283,Centre de Néphrologie de Mboppi,Douala,Douala II,Nkongmondo,4.036409,9.779268,+237 678 440 558,néphrologiembo@gmail.com,Oui,Oui,18,3 séances/semaine,Oui,Oui,Non,Oui,7j/7 — 07h00–21h00
DIA0284,Unité de Dialyse Fouda,Douala,Douala I,Bonapriso,4.028937,9.763603,+237 692 767 232,unitéfouda@gmail.com,Oui,Non,3,3 séances/semaine,Non,Oui,Non,Oui,7j/7 — 07h00–21h00
DIA0285,Unité de Dialyse Tchoupo,Douala,Douala II,PK14,4.130596,9.727969,+237 678 124 402,unitétchoupo@dialyse.cm,Oui,Oui,19,3 séances/semaine,Oui,Non,Oui,Non,7j/7 — 07h00–21h00
DIA0286,Centre de Dialyse de Bonaloka,Douala,Douala VI,Cité des Palmiers,4.02112,9.768104,+237 678 119 546,bonaloka@hotmail.com,Oui,Non,7,2 séances/semaine,Oui,Non,Non,Non,7j/7 — 06h00–22h00
DIA0287,Dialyse Progrès,Yaoundé,Yaoundé III,Djoungolo,3.784317,11.496046,+237 653 752 684,progrès@gmail.com,Oui,Non,15,2 séances/semaine,Oui,Non,Non,Oui,7j/7 — 07h00–21h00
DIA0288,Centre de Dialyse de Ngoa-Ekélé,Yaoundé,Yaoundé II,Ngoa-Ekélé,3.801269,11.540091,+237 653 870 997,ngoa-ekélé@gmail.com,Oui,Non,10,2 séances/semaine,Oui,Non,Non,Non,Lun–Sam 06h00–20h00
DIA0289,Centre de Néphrologie de Briqueterie,Yaoundé,Yaoundé I,Simbock,3.914488,11.585636,+237 655 539 153,néphrologiebri@dialyse.cm,Oui,Non,11,Sur rendez-vous,Non,Non,Non,Oui,Lun–Sam 06h00–20h00
DIA0290,Centre de Dialyse Saint-Marc,Douala,Douala II,PK14,4.097126,9.696759,+237 692 425 106,marc@yahoo.fr,Oui,Non,7,Sur rendez-vous,Non,Non,Oui,Oui,7j/7 — 06h00–22h00
DIA0291,Dialyse Vie,Yaoundé,Yaoundé II,Tsinga,3.790752,11.498448,+237 652 968 791,vie@yahoo.fr,Oui,Non,15,Sur rendez-vous,Oui,Non,Oui,Oui,7j/7 — 06h00–22h00
DIA0292,Centre de Dialyse de Bonamoussadi,Douala,Douala III,Bonamoussadi,4.050935,9.662616,+237 222 439 146,bonamoussadi@gmail.com,Oui,Oui,8,2 séances/semaine,Oui,Non,Oui,Non,7j/7 — 07h00–21h00
DIA0293,Centre de Néphrologie de Tsinga,Yaoundé,Yaoundé I,Tsinga,3.933933,11.484743,+237 243 472 562,néphrologietsi@hotmail.com,Oui,Non,9,2 séances/semaine,Non,Non,Oui,Non,7j/7 — 06h00–22h00
DIA0294,Centre de Dialyse de Nkoldongo,Yaoundé,Yaoundé II,Nkoldongo,3.880738,11.476434,+237 691 230 632,nkoldongo@dialyse.cm,Oui,Non,3,Sur rendez-vous,Non,Oui,Oui,Oui,7j/7 — 06h00–22h00
DIA0295,Centre de Dialyse Saint-Jean,Douala,Douala I,Nyalla,4.018291,9.702011,+237 653 005 748,jean@gmail.com,Oui,Non,19,2 séances/semaine,Oui,Non,Oui,Oui,Lun–Sam 06h00–20h00
DIA0296,Unité de Dialyse Mbarga,Yaoundé,Yaoundé III,Bastos,3.924466,11.562265,+237 691 133 030,unitémbarga@gmail.com,Oui,Non,5,2 séances/semaine,Oui,Oui,Oui,Oui,7j/7 — 07h00–21h00
DIA0297,Centre Rénal Mbassi,Douala,Douala V,Bassa,4.037194,9.76893,+237 690 958 302,rénalmbassi@yahoo.fr,Oui,Non,14,2 séances/semaine,Oui,Oui,Non,Oui,Lun–Ven 07h00–19h00
DIA0298,Centre de Néphrologie de Ahala,Yaoundé,Yaoundé II,Ahala,3.830979,11.537596,+237 697 591 959,néphrologieaha@hotmail.com,Oui,Non,12,Sur rendez-vous,Non,Oui,Non,Oui,Lun–Ven 07h00–19h00
DIA0299,Centre Rénal Bello,Yaoundé,Yaoundé IV,Biteng,3.89049,11.546869,+237 690 926 301,rénalbello@hotmail.com,Oui,Non,20,2 séances/semaine,Non,Oui,Non,Oui,Lun–Sam 06h00–20h00
DIA0300,Unité de Dialyse Feudjio,Yaoundé,Yaoundé V,Mvog-Atangana,3.864149,11.524622,+237 692 895 161,unitéfeudjio@hotmail.com,Oui,Non,3,3 séances/semaine,Oui,Oui,Oui,Non,7j/7 — 06h00–22h00
DIA0301,Centre Rénal Nkoa,Douala,Douala II,Koumassi,4.065561,9.756701,+237 691 969 233,rénalnkoa@dialyse.cm,Oui,Oui,12,3 séances/semaine,Oui,Non,Oui,Oui,7j/7 — 07h00–21h00
DIA0302,Centre de Dialyse Saint-Bernadette,Yaoundé,Yaoundé V,Efoulan,3.817886,11.417726,+237 243 882 229,bernadette@hotmail.com,Oui,Non,15,Sur rendez-vous,Oui,Non,Non,Oui,7j/7 — 07h00–21h00
DIA0303,Centre de Dialyse de PK17,Douala,Douala I,New Bell,4.047549,9.74102,+237 678 975 606,pk17@hotmail.com,Oui,Non,3,Sur rendez-vous,Oui,Oui,Oui,Oui,7j/7 — 07h00–21h00
DIA0304,Centre de Néphrologie de Djoungolo,Yaoundé,Yaoundé I,Mvog-Ada,3.790964,11.431794,+237 694 810 655,néphrologiedjo@yahoo.fr,Oui,Non,14,2 séances/semaine,Oui,Non,Non,Oui,7j/7 — 07h00–21h00
DIA0305,Dialyse Secours,Yaoundé,Yaoundé IV,Mvog-Ada,3.804078,11.581045,+237 655 708 208,secours@hotmail.com,Oui,Non,14,3 séances/semaine,Oui,Non,Non,Non,7j/7 — 06h00–22h00
DIA0306,Centre Rénal Essomba,Yaoundé,Yaoundé V,Émana,3.828628,11.495172,+237 695 309 952,rénalessomba@gmail.com,Oui,Oui,19,2 séances/semaine,Oui,Non,Oui,Oui,Lun–Ven 07h00–19h00
DIA0307,Centre de Néphrologie de Nkongmondo,Douala,Douala IV,Deido,4.038036,9.655492,+237 696 171 975,néphrologienko@dialyse.cm,Oui,Non,6,2 séances/semaine,Oui,Non,Non,Non,7j/7 — 06h00–22h00
DIA0308,Centre de Néphrologie de New Bell,Douala,Douala IV,New Bell,4.085684,9.750749,+237 696 532 220,néphrologienew@yahoo.fr,Oui,Non,18,Sur rendez-vous,Oui,Non,Non,Oui,Lun–Sam 06h00–20h00
DIA0309,Centre de Dialyse Saint-Jeanne,Yaoundé,Yaoundé III,Mvog-Beti,3.863624,11.393775,+237 678 642 963,jeanne@gmail.com,Oui,Non,15,2 séances/semaine,Oui,Non,Non,Oui,Lun–Sam 06h00–20h00
DIA0310,Centre de Dialyse de Nkol-Afeme,Yaoundé,Yaoundé III,Nkol-Afeme,3.901435,11.549741,+237 695 576 637,nkol-afeme@hotmail.com,Oui,Non,4,Sur rendez-vous,Oui,Oui,Oui,Oui,Lun–Sam 06h00–20h00
DIA0311,Centre Rénal Wamba,Douala,Douala VI,Ndogpassi,4.110305,9.735049,+237 690 238 480,rénalwamba@gmail.com,Oui,Oui,11,2 séances/semaine,Non,Oui,Oui,Oui,Lun–Sam 06h00–20h00
DIA0312,Centre de Néphrologie de Bonaberi,Douala,Douala V,Ndogbong,4.064198,9.708158,+237 695 051 539,néphrologiebon@gmail.com,Oui,Non,13,3 séances/semaine,Oui,Oui,Non,Oui,Lun–Sam 06h00–20h00
DIA0313,Centre de Dialyse de Santa Barbara,Yaoundé,Yaoundé V,Carrière,3.852123,11.532746,+237 652 255 934,santabarbara@hotmail.com,Oui,Oui,5,Sur rendez-vous,Non,Non,Non,Oui,Lun–Sam 06h00–20h00
DIA0314,Centre de Néphrologie de Simbock,Yaoundé,Yaoundé IV,Ekounou,3.86635,11.538842,+237 222 494 494,néphrologiesim@yahoo.fr,Oui,Non,7,2 séances/semaine,Oui,Non,Oui,Oui,7j/7 — 07h00–21h00
DIA0315,Unité de Dialyse Assamba,Douala,Douala V,Bonamoussadi,4.011298,9.662081,+237 655 634 748,unitéassamba@dialyse.cm,Oui,Oui,15,Sur rendez-vous,Non,Non,Oui,Non,Lun–Ven 07h00–19h00
DIA0316,Unité de Dialyse Mvogo,Douala,Douala II,Ndokoti,4.108997,9.765983,+237 222 469 267,unitémvogo@gmail.com,Oui,Oui,3,Sur rendez-vous,Oui,Oui,Oui,Non,7j/7 — 06h00–22h00
DIA0317,Centre de Dialyse de Biteng,Yaoundé,Yaoundé III,Omnisports,3.910821,11.416411,+237 692 075 925,biteng@dialyse.cm,Oui,Oui,5,3 séances/semaine,Oui,Non,Oui,Oui,7j/7 — 07h00–21h00
DIA0318,Centre de Dialyse de Makepe,Douala,Douala VI,PK10,4.031394,9.739073,+237 651 952 442,makepe@dialyse.cm,Oui,Oui,3,Sur rendez-vous,Non,Oui,Non,Oui,Lun–Ven 07h00–19h00
DIA0319,Centre de Dialyse Saint-Félicité,Douala,Douala VI,PK17,3.993686,9.67204,+237 693 788 836,félicité@gmail.com,Oui,Non,12,Sur rendez-vous,Oui,Non,Oui,Oui,7j/7 — 07h00–21h00
DIA0320,Centre de Néphrologie de Deido,Douala,Douala II,Deido,3.995546,9.72422,+237 653 826 196,néphrologiedei@dialyse.cm,Oui,Non,7,3 séances/semaine,Oui,Non,Non,Non,7j/7 — 06h00–22h00
DIA0321,Centre Rénal Nkeng,Douala,Douala VI,PK10,4.096608,9.67732,+237 690 987 416,rénalnkeng@yahoo.fr,Oui,Non,16,2 séances/semaine,Oui,Non,Oui,Non,Lun–Ven 07h00–19h00
DIA0322,Centre de Dialyse Saint-Louis,Yaoundé,Yaoundé I,Ahala,3.930976,11.496111,+237 655 992 023,louis@dialyse.cm,Oui,Non,5,Sur rendez-vous,Non,Non,Oui,Non,Lun–Ven 07h00–19h00
DIA0323,Centre de Néphrologie de Ngousso,Yaoundé,Yaoundé III,Ngousso,3.748151,11.503909,+237 695 439 222,néphrologiengo@yahoo.fr,Oui,Oui,16,2 séances/semaine,Oui,Non,Oui,Oui,Lun–Ven 07h00–19h00
DIA0324,Centre Rénal Engoulou,Douala,Douala II,Japoma,4.03605,9.754505,+237 698 476 671,rénalengoulou@gmail.com,Oui,Non,17,2 séances/semaine,Oui,Oui,Oui,Non,Lun–Ven 07h00–19h00
DIA0325,Unité de Dialyse Kamga,Douala,Douala V,Ndogpassi,4.063006,9.795438,+237 242 222 405,unitékamga@hotmail.com,Oui,Oui,20,3 séances/semaine,Oui,Oui,Oui,Oui,Lun–Sam 06h00–20h00
DIA0326,Centre Rénal Tabi,Yaoundé,Yaoundé III,Mendong,3.884588,11.460467,+237 696 035 466,rénaltabi@gmail.com,Oui,Non,13,Sur rendez-vous,Oui,Non,Oui,Oui,Lun–Sam 06h00–20h00
DIA0327,Centre de Dialyse de Messa,Yaoundé,Yaoundé VII,Odza,3.84955,11.498197,+237 677 390 474,messa@hotmail.com,Oui,Non,8,3 séances/semaine,Oui,Non,Oui,Non,Lun–Sam 06h00–20h00
DIA0328,Centre de Dialyse de Obili,Yaoundé,Yaoundé I,Odza,3.897546,11.568759,+237 693 124 298,obili@yahoo.fr,Oui,Oui,15,2 séances/semaine,Oui,Non,Oui,Oui,7j/7 — 07h00–21h00
DIA0329,Centre de Dialyse de Bonaberi,Douala,Douala I,Bonaberi,3.984923,9.653655,+237 690 347 160,bonaberi@hotmail.com,Oui,Oui,6,Sur rendez-vous,Non,Non,Oui,Oui,Lun–Sam 06h00–20h00
DIA0330,Centre de Néphrologie de Nkol-Eton,Yaoundé,Yaoundé VII,Nkol-Eton,3.84092,11.519883,+237 242 225 152,néphrologienko@yahoo.fr,Oui,Oui,12,Sur rendez-vous,Oui,Oui,Non,Non,Lun–Ven 07h00–19h00
DIA0331,Centre Rénal Nlend,Douala,Douala III,Makepe,4.010778,9.770775,+237 651 650 038,rénalnlend@hotmail.com,Oui,Non,14,3 séances/semaine,Non,Non,Oui,Oui,7j/7 — 07h00–21h00
DIA0332,Centre de Néphrologie de Madagascar,Yaoundé,Yaoundé II,Madagascar,3.930336,11.458883,+237 650 640 852,néphrologiemad@hotmail.com,Oui,Oui,20,Sur rendez-vous,Oui,Oui,Non,Oui,Lun–Ven 07h00–19h00
DIA0333,Dialyse Avenir,Yaoundé,Yaoundé II,Émana,3.787018,11.519651,+237 695 146 001,avenir@dialyse.cm,Oui,Non,10,Sur rendez-vous,Oui,Oui,Non,Oui,7j/7 — 07h00–21h00
DIA0334,Unité de Dialyse Moussa,Douala,Douala II,Ndogbong,4.078305,9.668128,+237 699 826 064,unitémoussa@yahoo.fr,Oui,Non,7,3 séances/semaine,Oui,Non,Non,Oui,Lun–Sam 06h00–20h00
DIA0335,Unité de Dialyse Ateba,Douala,Douala III,Deido,4.004129,9.695022,+237 233 932 553,unitéateba@hotmail.com,Oui,Oui,15,3 séances/semaine,Oui,Non,Oui,Non,7j/7 — 06h00–22h00
DIA0336,Centre de Dialyse Saint-Élisabeth,Douala,Douala III,Youpwé,3.986111,9.669424,+237 690 105 412,élisabeth@hotmail.com,Oui,Non,20,2 séances/semaine,Non,Oui,Oui,Non,7j/7 — 07h00–21h00
DIA0337,Centre de Néphrologie de PK10,Douala,Douala II,PK10,4.07935,9.732384,+237 691 499 699,néphrologiepk1@yahoo.fr,Oui,Oui,6,Sur rendez-vous,Oui,Oui,Non,Oui,7j/7 — 06h00–22h00
DIA0338,Centre de Néphrologie de Olembe,Yaoundé,Yaoundé VI,Olembe,3.758093,11.562925,+237 233 912 981,néphrologieole@hotmail.com,Oui,Non,8,Sur rendez-vous,Oui,Non,Oui,Oui,Lun–Ven 07h00–19h00
DIA0339,Centre de Néphrologie de Santa Barbara,Yaoundé,Yaoundé V,Omnisports,3.852131,11.511021,+237 651 451 983,néphrologiesan@hotmail.com,Oui,Non,12,2 séances/semaine,Oui,Non,Non,Oui,Lun–Ven 07h00–19h00
DIA0340,Centre de Dialyse de Village,Douala,Douala VI,Village,4.057589,9.651943,+237 233 373 570,village@dialyse.cm,Oui,Oui,10,Sur rendez-vous,Non,Non,Oui,Oui,Lun–Ven 07h00–19h00
DIA0341,Centre de Dialyse de Ngousso,Yaoundé,Yaoundé III,Etoudi,3.893893,11.518271,+237 651 301 714,ngousso@gmail.com,Oui,Non,16,3 séances/semaine,Oui,Oui,Oui,Oui,Lun–Sam 06h00–20h00
