id,nom,ville,arrondissement,quartier,latitude,longitude,telephone,email,type_hopital,couveuses,bloc_operatoire,urgences_24h,maternite
HOP0288,Centre Hospitalier de Youpwé,Douala,Douala I,Youpwé,4.080222,9.735468,+237 243 041 365,youpwé@sante.cm,Hôpital de District,Non,Oui,Non,Oui
HOP0289,Hôpital Saint-François de Omnisports,Yaoundé,Yaoundé III,Omnisports,3.879743,11.434375,+237 699 091 738,françoisomnisp@sante.cm,Hôpital de District,Non,Non,Oui,Non
HOP0290,Hôpital de Ahala,Yaoundé,Yaoundé II,Ahala,3.81634,11.558222,+237 696 644 115,ahala@hopitalcam.cm,Hôpital de District,Non,Non,Non,Non
HOP0291,Hôpital Saint-Dominique de Bessengue,Douala,Douala II,Bessengue,3.983099,9.670029,+237 695 663 050,dominiquebesse@minsante.cm,Hôpital de District,Oui,Oui,Oui,Non
HOP0292,Hôpital Mvogo de PK12,Douala,Douala V,PK12,3.984427,9.651081,+237 652 534 138,mvogopk12@hopitalcam.cm,Hôpital de District,Non,Oui,Oui,Oui
HOP0293,Clinique Bernadette Ndoghem,Douala,Douala IV,Ndoghem,4.126361,9.704898,+237 650 755 034,bernadettendog@sante.cm,Hôpital de District,Oui,Non,Oui,Non
HOP0294,Clinique Engoulou,Yaoundé,Yaoundé II,Obili,3.785528,11.492009,+237 695 420 431,engoulou@gmail.com,Hôpital de District,Oui,Oui,Oui,Non
HOP0295,Hôpital Saint-Bruno de Village,Douala,Douala I,Village,3.978172,9.748259,+237 698 228 878,brunovillage@yahoo.fr,Hôpital de District,Non,Oui,Non,Oui
HOP0296,Hôpital Ateba de Melen,Yaoundé,Yaoundé VII,Melen,3.792747,11.521169,+237 699 016 489,atebamelen@sante.cm,Hôpital de District,Non,Non,Oui,Oui
HOP0297,Clinique Wamba,Yaoundé,Yaoundé VII,Odza,3.80314,11.422367,+237 222 596 925,wamba@hopitalcam.cm,Hôpital de District,Non,Oui,Oui,Oui
HOP0298,Hôpital Onana de Bonaloka,Douala,Douala VI,Bonaloka,4.090294,9.686252,+237 651 725 985,onanabonaloka@minsante.cm,Hôpital de District,Non,Non,Oui,Non
HOP0299,Hôpital Saint-Monique de Deido,Douala,Douala VI,Deido,4.08809,9.663818,+237 654 691 101,moniquedeido@gmail.com,Hôpital de District,Non,Oui,Non,Non
HOP0300,Hôpital Abega de Cité Verte,Yaoundé,Yaoundé V,Cité Verte,3.934242,11.475088,+237 650 680 361,abegacitéverte@gmail.com,Hôpital de District,Non,Non,Oui,Oui
HOP0301,Hôpital de Ngousso,Yaoundé,Yaoundé II,Ngousso,3.861603,11.583653,+237 695 624 637,ngousso@hotmail.com,Hôpital de District,Non,Non,Oui,Oui
HOP0302,Clinique Mbarga,Yaoundé,Yaoundé IV,Odza,3.838096,11.58173,+237 651 675 162,mbarga@sante.cm,Hôpital de District,Non,Non,Oui,Oui
HOP0303,Hôpital Saint-François de Nzeng-Ayong,Douala,Douala III,Nzeng-Ayong,4.139833,9.713504,+237 697 443 534,françoisnzeng-@minsante.cm,Hôpital de District,Non,Oui,Oui,Oui
HOP0304,Clinique Louis Carrière,Yaoundé,Yaoundé I,Carrière,3.740908,11.518751,+237 222 890 488,louiscarrière@gmail.com,Hôpital de District,Oui,Non,Oui,Oui
HOP0305,Hôpital Saint-Marc de Obili,Yaoundé,Yaoundé IV,Obili,3.88892,11.510668,+237 243 962 003,marcobili@hotmail.com,Hôpital de District,Non,Non,Non,Oui
HOP0306,Hôpital de Mvog-Ada,Yaoundé,Yaoundé IV,Mvog-Ada,3.873366,11.519473,+237 653 158 253,mvog-ada@gmail.com,Hôpital de District,Oui,Non,Oui,Oui
HOP0307,Centre Hospitalier de Ndoghem,Douala,Douala III,Ndoghem,4.00079,9.700109,+237 651 761 952,ndoghem@yahoo.fr,Hôpital de District,Non,Oui,Non,Oui
HOP0308,Hôpital Saint-Dominique de Elig-Essono,Yaoundé,Yaoundé II,Elig-Essono,3.846895,11.515775,+237 693 512 889,dominiqueelig-@sante.cm,Hôpital de District,Non,Oui,Oui,Non
HOP0309,Clinique Barnabé Japoma,Douala,Douala IV,Japoma,4.028252,9.726854,+237 233 173 984,barnabéjapoma@hopitalcam.cm,Hôpital de District,Oui,Non,Oui,Oui
HOP0310,Clinique Cécile Mvog-Mbi,Yaoundé,Yaoundé VI,Mvog-Mbi,3.848361,11.571098,+237 650 059 583,cécimvog-mbi@hopitalcam.cm,Hôpital de District,Non,Oui,Oui,Oui
HOP0311,Hôpital Saint-André de Mvog-Mbi,Yaoundé,Yaoundé VI,Mvog-Mbi,3.846702,11.43948,+237 654 249 471,andrémvog-mbi@sante.cm,Hôpital de District,Oui,Oui,Oui,Oui
HOP0312,Hôpital Tabi de Melen,Yaoundé,Yaoundé II,Melen,3.75656,11.444986,+237 651 342 914,tabimelen@sante.cm,Hôpital de District,Oui,Non,Oui,Oui
HOP0313,Centre Hospitalier de Nkoldongo,Yaoundé,Yaoundé III,Nkoldongo,3.828866,11.490096,+237 691 435 101,nkoldongo@yahoo.fr,Hôpital de District,Non,Non,Oui,Oui
HOP0314,Clinique Jeanne Biteng,Yaoundé,Yaoundé VI,Biteng,3.922757,11.58228,+237 653 687 310,jeannebiteng@hotmail.com,Hôpital de District,Oui,Non,Non,Oui
HOP0315,Centre Hospitalier de Koumassi,Douala,Douala II,Koumassi,4.064405,9.702362,+237 650 716 561,koumassi@hopitalcam.cm,Hôpital de District,Non,Non,Oui,Non
HOP0316,Hôpital Saint-Raphaël de Madagascar,Yaoundé,Yaoundé IV,Madagascar,3.778577,11.559487,+237 697 903 218,raphaëlmadagas@gmail.com,Hôpital de District,Non,Oui,Oui,Oui
HOP0317,Hôpital Belinga de Ndog-Passi III,Douala,Douala III,Ndog-Passi III,4.079199,9.62991,+237 677 855 552,belingandog-pa@yahoo.fr,Hôpital de District,Non,Oui,Non,Non
HOP0318,Hôpital Saint-François de Biteng,Yaoundé,Yaoundé VII,Biteng,3.816407,11.513621,+237 699 330 985,françoisbiteng@sante.cm,Hôpital de District,Non,Non,Non,Oui
HOP0319,Clinique Louis Bangue,Douala,Douala III,Bangue,4.108296,9.679208,+237 652 838 716,louisbangue@sante.cm,Hôpital de District,Non,Non,Non,Oui
HOP0320,Hôpital Ateba de Madagascar,Yaoundé,Yaoundé IV,Madagascar,3.763558,11.462918,+237 695 100 682,atebamadagasca@minsante.cm,Hôpital de District,Non,Oui,Non,Oui
HOP0321,Hôpital Saint-Monique de Aetemengue,Yaoundé,Yaoundé I,Aetemengue,3.862123,11.523324,+237 694 136 748,moniqueaetemen@hotmail.com,Hôpital de District,Non,Oui,Oui,Oui
HOP0322,Clinique Dominique Ndoghem,Douala,Douala V,Ndoghem,4.135185,9.733891,+237 677 142 416,dominiquendogh@gmail.com,Hôpital de District,Oui,Non,Oui,Oui
HOP0323,Hôpital Wamba de Nzeng-Ayong,Douala,Douala I,Nzeng-Ayong,4.071299,9.77882,+237 693 901 944,wambanzeng-ayo@hopitalcam.cm,Hôpital de District,Non,Non,Oui,Oui
HOP0324,Hôpital Onana de Bonapriso,Douala,Douala VI,Bonapriso,4.043934,9.788875,+237 655 531 941,onanabonapriso@minsante.cm,Hôpital de District,Non,Non,Oui,Oui
HOP0325,Hôpital Mvogo de Village,Douala,Douala I,Village,4.051781,9.723853,+237 697 345 350,mvogovillage@gmail.com,Hôpital de District,Non,Oui,Oui,Oui
HOP0326,Centre Hospitalier de Sodiko,Douala,Douala IV,Sodiko,4.057443,9.748435,+237 693 492 788,sodiko@minsante.cm,Hôpital de District,Non,Non,Non,Oui
HOP0327,Hôpital Abega de Sodiko,Douala,Douala IV,Sodiko,4.077949,9.697391,+237 650 341 372,abegasodiko@yahoo.fr,Hôpital de District,Non,Oui,Oui,Oui
HOP0328,Hôpital de Logbessou,Douala,Douala III,Logbessou,4.122082,9.71085,+237 233 308 900,logbessou@yahoo.fr,Hôpital de District,Non,Oui,Non,Oui
HOP0329,Clinique Essomba,Yaoundé,Yaoundé VI,Mvog-Atangana,3.916879,11.432868,+237 690 924 699,essomba@hopitalcam.cm,Hôpital Central,Non,Oui,Oui,Non
HOP0330,Clinique Fotso,Douala,Douala IV,Boko,4.063055,9.788465,+237 697 823 614,fotso@hopitalcam.cm,Hôpital de District,Oui,Non,Oui,Oui
HOP0331,Clinique Thérèse Omnisports,Yaoundé,Yaoundé III,Omnisports,3.856772,11.60552,+237 678 145 292,thérèseomnispo@hotmail.com,Hôpital de District,Oui,Non,Oui,Non
HOP0332,Clinique Pierre Santa Barbara,Yaoundé,Yaoundé I,Santa Barbara,3.801354,11.419969,+237 692 754 439,pierresantabar@hotmail.com,Hôpital de District,Non,Oui,Non,Oui
HOP0333,Hôpital Saint-Dominique de Ndogbong,Douala,Douala III,Ndogbong,4.063932,9.664942,+237 242 937 460,dominiquendogb@minsante.cm,Hôpital de District,Non,Non,Non,Oui
HOP0334,Hôpital Saint-Cécile de Youpwé,Douala,Douala I,Youpwé,4.043473,9.769358,+237 243 743 850,céciyoupwé@yahoo.fr,Hôpital de District,Non,Non,Oui,Oui
HOP0335,Centre Hospitalier de Efoulan,Yaoundé,Yaoundé V,Efoulan,3.852314,11.527267,+237 698 502 001,efoulan@hotmail.com,Hôpital de District,Non,Oui,Oui,Non
HOP0336,Clinique Mbassi,Yaoundé,Yaoundé III,Nlongkak,3.864993,11.462073,+237 696 101 803,mbassi@gmail.com,Hôpital de District,Oui,Oui,Oui,Oui
HOP0337,Hôpital Saint-Jean de Mvog-Atangana,Yaoundé,Yaoundé I,Mvog-Atangana,3.849928,11.421031,+237 652 321 509,jeanmvog-atang@hotmail.com,Hôpital de District,Non,Oui,Non,Oui
HOP0338,Hôpital de Akwa,Douala,Douala VI,Akwa,4.07261,9.781989,+237 678 704 656,akwa@hotmail.com,Hôpital de District,Non,Oui,Oui,Oui
HOP0339,Hôpital Feudjio de Melen,Yaoundé,Yaoundé II,Melen,3.955626,11.494896,+237 222 195 833,feudjiomelen@hotmail.com,Hôpital de District,Non,Non,Oui,Oui
HOP0340,Hôpital Saint-Claire de Ekounou,Yaoundé,Yaoundé V,Ekounou,3.805683,11.532677,+237 650 047 072,claireekounou@hotmail.com,Hôpital de District,Non,Non,Non,Oui
HOP0341,Centre Hospitalier de Deido,Douala,Douala II,Deido,3.986038,9.727743,+237 222 887 659,deido@minsante.cm,Hôpital de District,Non,Oui,Oui,Oui
HOP0342,Centre Hospitalier de Mimboman,Yaoundé,Yaoundé V,Mimboman,3.77329,11.444832,+237 678 651 980,mimboman@yahoo.fr,Hôpital de District,Oui,Oui,Oui,Oui
HOP0343,Hôpital Saint-Gabriel de Deido,Douala,Douala II,Deido,4.08543,9.647462,+237 693 096 766,gabrieldeido@minsante.cm,Hôpital de District,Non,Non,Oui,Oui
HOP0344,Centre Hospitalier de Bonapriso,Douala,Douala IV,Bonapriso,4.048086,9.647241,+237 696 457 113,bonapriso@minsante.cm,Hôpital de District,Non,Non,Oui,Oui
HOP0345,Hôpital Bello de Nkolbisson,Yaoundé,Yaoundé V,Nkolbisson,3.904344,11.445547,+237 650 604 865,bellonkolbisso@gmail.com,Hôpital de District,Non,Oui,Oui,Oui
HOP0346,Hôpital Saint-Thérèse de Nkolmesseng,Yaoundé,Yaoundé III,Nkolmesseng,3.738941,11.515259,+237 699 772 299,thérèsenkolmes@yahoo.fr,Hôpital de District,Non,Non,Non,Oui
HOP0347,Clinique Dominique Bepanda,Douala,Douala I,Bepanda,4.067414,9.622019,+237 699 885 483,dominiquebepan@hotmail.com,Hôpital de District,Non,Non,Oui,Oui
HOP0348,Centre Hospitalier de Odza,Yaoundé,Yaoundé III,Odza,3.859635,11.472538,+237 653 847 385,odza@minsante.cm,Hôpital de District,Oui,Non,Non,Oui
HOP0349,Clinique Raphaël Nkolbisson,Yaoundé,Yaoundé V,Nkolbisson,3.775638,11.441116,+237 697 528 986,raphaëlnkolbis@hopitalcam.cm,Hôpital de District,Non,Oui,Oui,Non
HOP0350,Hôpital Wamba de Bonamoussadi,Douala,Douala V,Bonamoussadi,4.055493,9.674008,+237 698 304 609,wambabonamouss@minsante.cm,Hôpital de District,Oui,Non,Non,Oui
HOP0351,Clinique Michel Efoulan,Yaoundé,Yaoundé VII,Efoulan,3.912829,11.526734,+237 222 962 298,michelefoulan@gmail.com,Hôpital de District,Oui,Non,Oui,Oui
HOP0352,Centre Hospitalier de Étoa-Meki,Yaoundé,Yaoundé II,Étoa-Meki,3.937786,11.459651,+237 653 480 357,étoa-meki@hopitalcam.cm,Hôpital de District,Non,Non,Non,Oui
HOP0353,Clinique Joseph Nkoabang,Yaoundé,Yaoundé I,Nkoabang,3.768375,11.49972,+237 677 053 463,josephnkoabang@sante.cm,Hôpital de District,Non,Oui,Non,Oui
HOP0354,Clinique Élisabeth Bali,Douala,Douala IV,Bali,4.119432,9.731536,+237 698 348 704,élisabethbali@hotmail.com,Hôpital de District,Non,Oui,Oui,Non
HOP0355,Hôpital Ateba de Bonaloka,Douala,Douala III,Bonaloka,4.017306,9.68584,+237 222 353 341,atebabonaloka@hopitalcam.cm,Hôpital de District,Non,Non,Oui,Non
HOP0356,Clinique Michel Aetemengue,Yaoundé,Yaoundé III,Aetemengue,3.792569,11.524224,+237 690 937 162,michelaetemeng@sante.cm,Hôpital de District,Oui,Oui,Oui,Oui
HOP0357,Centre Hospitalier de Bali,Douala,Douala II,Bali,4.040637,9.672669,+237 650 028 906,bali@gmail.com,Hôpital de District,Non,Oui,Oui,Oui
HOP0358,Centre Hospitalier de Etoudi,Yaoundé,Yaoundé V,Etoudi,3.769547,11.450165,+237 651 394 087,etoudi@hotmail.com,Hôpital de District,Non,Oui,Oui,Oui
HOP0359,Clinique Thérèse Bonaberi,Douala,Douala VI,Bonaberi,3.979257,9.689303,+237 696 381 390,thérèsebonaber@hotmail.com,Hôpital de District,Non,Non,Oui,Oui
HOP0360,Hôpital Saint-Anne de Nkolmesseng,Yaoundé,Yaoundé VII,Nkolmesseng,3.906247,11.556799,+237 654 242 520,annenkolmessen@yahoo.fr,Hôpital de District,Non,Non,Oui,Oui
HOP0361,Clinique Barnabé Nsam,Yaoundé,Yaoundé II,Nsam,3.851971,11.531497,+237 652 365 020,barnabénsam@hotmail.com,Hôpital de District,Non,Non,Non,Non
HOP0362,Hôpital Saint-Pierre de Biyem-Assi,Yaoundé,Yaoundé III,Biyem-Assi,3.803129,11.532712,+237 693 136 551,pierrebiyem-as@hotmail.com,Hôpital de District,Non,Non,Non,Oui
HOP0363,Hôpital Saint-Claire de Madagascar,Yaoundé,Yaoundé III,Madagascar,3.806534,11.457103,+237 691 766 521,clairemadagasc@hopitalcam.cm,Hôpital de District,Non,Non,Oui,Oui
HOP0364,Hôpital Simo de Ndog-Bong,Douala,Douala II,Ndog-Bong,3.992665,9.76379,+237 655 505 999,simondog-bong@hotmail.com,Hôpital de District,Non,Oui,Oui,Oui
HOP0365,Hôpital Feudjio de Akwa,Douala,Douala I,Akwa,4.076758,9.631807,+237 651 819 492,feudjioakwa@minsante.cm,Hôpital de District,Non,Non,Oui,Oui
HOP0366,Hôpital Saint-François de Bonamoussadi,Douala,Douala VI,Bonamoussadi,3.980001,9.676206,+237 654 815 310,françoisbonamo@gmail.com,Hôpital de District,Non,Non,Oui,Non
HOP0367,Hôpital Saint-Jeanne de Soboum,Douala,Douala IV,Soboum,4.065779,9.673229,+237 694 350 110,jeannesoboum@minsante.cm,Hôpital de District,Oui,Non,Oui,Non
HOP0368,Hôpital de Mimboman,Yaoundé,Yaoundé I,Mimboman,3.815914,11.518257,+237 243 244 283,mimboman@gmail.com,Hôpital de District,Oui,Non,Non,Oui
HOP0369,Centre Hospitalier de Ahala,Yaoundé,Yaoundé IV,Ahala,3.752587,11.537999,+237 694 923 089,ahala@gmail.com,Hôpital de District,Non,Non,Non,Oui
HOP0370,Hôpital Mbassi de Kotto,Douala,Douala III,Kotto,4.077948,9.708463,+237 690 625 266,mbassikotto@yahoo.fr,Hôpital de District,Non,Non,Non,Non
HOP0371,Hôpital Saint-Anne de Étoa-Meki,Yaoundé,Yaoundé V,Étoa-Meki,3.850186,11.412168,+237 677 426 635,anneétoa-meki@yahoo.fr,Hôpital de District,Non,Non,Oui,Oui
HOP0372,Hôpital de Nkoabang,Yaoundé,Yaoundé IV,Nkoabang,3.910119,11.43042,+237 651 858 549,nkoabang@minsante.cm,Hôpital de District,Oui,Non,Oui,Non
HOP0373,Hôpital Saint-Damien de Village,Douala,Douala II,Village,4.050683,9.777141,+237 692 720 485,damienvillage@sante.cm,Hôpital de District,Non,Oui,Oui,Oui
HOP0374,Hôpital Kamga de Mvog-Atangana,Yaoundé,Yaoundé III,Mvog-Atangana,3.897271,11.525591,+237 654 465 174,kamgamvog-atan@hopitalcam.cm,Hôpital de District,Non,Oui,Oui,Non
HOP0375,Centre Hospitalier de PK14,Douala,Douala IV,PK14,3.969858,9.706476,+237 696 019 313,pk14@minsante.cm,Hôpital de District,Non,Non,Non,Oui
HOP0376,Hôpital Saint-Anne de Mbanya,Douala,Douala VI,Mbanya,4.017836,9.676615,+237 650 749 879,annembanya@hotmail.com,Hôpital de District,Oui,Oui,Oui,Oui
HOP0377,Hôpital de Nyalla,Douala,Douala III,Nyalla,4.036924,9.717071,+237 677 902 314,nyalla@sante.cm,Hôpital de District,Oui,Oui,Oui,Oui
HOP0378,Hôpital Saint-Bruno de Ngousso,Yaoundé,Yaoundé VI,Ngousso,3.933838,11.547002,+237 699 600 981,brunongousso@minsante.cm,Hôpital de District,Non,Oui,Oui,Oui
HOP0379,Clinique Étienne Santa Barbara,Yaoundé,Yaoundé IV,Santa Barbara,3.879386,11.434217,+237 679 286 923,étiennesantaba@minsante.cm,Hôpital de District,Non,Oui,Oui,Oui
HOP0380,Centre Hospitalier de Soboum,Douala,Douala III,Soboum,4.076604,9.650141,+237 699 590 084,soboum@hotmail.com,Hôpital de District,Non,Non,Oui,Oui
HOP0381,Hôpital de Nzeng-Ayong,Douala,Douala IV,Nzeng-Ayong,4.095285,9.770319,+237 695 562 000,nzeng-ayong@hotmail.com,Hôpital de District,Non,Oui,Oui,Oui
HOP0382,Clinique Monique PK14,Douala,Douala V,PK14,4.032202,9.702333,+237 233 298 170,moniquepk14@hopitalcam.cm,Hôpital de District,Non,Non,Oui,Oui
HOP0383,Hôpital Saint-Bernadette de Nkoldongo,Yaoundé,Yaoundé I,Nkoldongo,3.742334,11.491965,+237 692 191 783,bernadettenkol@minsante.cm,Hôpital de District,Oui,Oui,Oui,Oui
HOP0384,Clinique Barnabé PK10,Douala,Douala I,PK10,4.072055,9.730742,+237 650 865 209,barnabépk10@hotmail.com,Hôpital de District,Non,Oui,Non,Non
HOP0385,Hôpital Saint-Élisabeth de Sodiko,Douala,Douala IV,Sodiko,4.025398,9.708241,+237 652 951 941,élisabethsodik@hotmail.com,Hôpital de District,Non,Non,Oui,Oui
HOP0386,Clinique Bruno Soboum,Douala,Douala IV,Soboum,4.091329,9.629241,+237 678 565 021,brunosoboum@minsante.cm,Hôpital de District,Oui,Oui,Oui,Oui
HOP0387,Clinique Cécile Ndogbong,Douala,Douala V,Ndogbong,4.018818,9.645033,+237 694 754 635,cécindogbong@minsante.cm,Hôpital de District,Non,Non,Oui,Oui
HOP0388,Hôpital Elong de Tsinga,Yaoundé,Yaoundé III,Tsinga,3.902539,11.516962,+237 242 727 931,elongtsinga@hotmail.com,Hôpital de District,Non,Oui,Oui,Oui
HOP0389,Hôpital de Ndogpassi,Douala,Douala III,Ndogpassi,3.977204,9.67254,+237 679 290 217,ndogpassi@minsante.cm,Hôpital de District,Non,Non,Non,Non
HOP0390,Hôpital Saint-Gabriel de Bessengue,Douala,Douala VI,Bessengue,4.027436,9.651996,+237 652 599 269,gabrielbesseng@sante.cm,Hôpital de District,Non,Oui,Non,Non
HOP0391,Hôpital Saint-Dominique de Japoma,Douala,Douala II,Japoma,3.990494,9.755635,+237 651 122 984,dominiquejapom@minsante.cm,Hôpital de District,Non,Non,Oui,Oui
HOP0392,Hôpital Saint-Pierre de Santa Barbara,Yaoundé,Yaoundé I,Santa Barbara,3.760065,11.471247,+237 242 203 111,pierresantabar@gmail.com,Hôpital de District,Non,Oui,Non,Oui
HOP0393,Hôpital Saint-Anne de Ndog-Bong,Douala,Douala V,Ndog-Bong,4.090769,9.782831,+237 694 369 550,annendog-bong@minsante.cm,Hôpital de District,Non,Oui,Oui,Oui
HOP0394,Clinique Pierre Efoulan,Yaoundé,Yaoundé VI,Efoulan,3.83249,11.444641,+237 697 261 376,pierreefoulan@hopitalcam.cm,Hôpital de District,Non,Oui,Oui,Oui
HOP0395,Clinique Claire Bonaloka,Douala,Douala V,Bonaloka,4.005903,9.780334,+237 691 849 338,clairebonaloka@hotmail.com,Hôpital de District,Non,Non,Oui,Oui
HOP0396,Hôpital Saint-Anne de Ndogbong,Douala,Douala III,Ndogbong,3.986704,9.667406,+237 233 634 172,annendogbong@sante.cm,Hôpital de District,Non,Non,Oui,Oui
HOP0397,Centre Hospitalier de Ndog-Passi III,Douala,Douala IV,Ndog-Passi III,4.010453,9.699481,+237 243 600 047,ndog-passiiii@hotmail.com,Hôpital de District,Non,Oui,Non,Oui
HOP0398,Hôpital Onana de Sodiko,Douala,Douala III,Sodiko,3.980299,9.759097,+237 692 464 364,onanasodiko@hotmail.com,Hôpital de District,Non,Oui,Non,Oui
HOP0399,Clinique Raphaël Nlongkak,Yaoundé,Yaoundé I,Nlongkak,3.801766,11.579341,+237 694 271 106,raphaëlnlongka@hotmail.com,Hôpital de District,Non,Non,Oui,Oui
HOP0400,Centre Hospitalier de Ndokoti,Douala,Douala VI,Ndokoti,4.027135,9.736313,+237 652 095 492,ndokoti@hopitalcam.cm,Hôpital de District,Non,Non,Oui,Non
HOP0401,Hôpital de Nkolbisson,Yaoundé,Yaoundé VI,Nkolbisson,3.821518,11.408488,+237 652 321 706,nkolbisson@minsante.cm,Hôpital de District,Non,Oui,Non,Oui
HOP0402,Hôpital Saint-Luc de New Bell,Douala,Douala III,New Bell,4.031132,9.734231,+237 693 013 347,lucnewbell@hotmail.com,Hôpital de District,Non,Oui,Oui,Oui
HOP0403,Clinique André Akwa,Douala,Douala IV,Akwa,4.046111,9.739739,+237 679 948 219,andréakwa@gmail.com,Hôpital de District,Non,Non,Non,Oui
HOP0404,Hôpital de Briqueterie,Yaoundé,Yaoundé VII,Briqueterie,3.816143,11.600918,+237 677 956 727,briqueterie@yahoo.fr,Hôpital de District,Non,Non,Non,Non
HOP0405,Hôpital Kuitche de Bessengue,Douala,Douala III,Bessengue,4.015766,9.684063,+237 696 387 492,kuitchebesseng@yahoo.fr,Hôpital de District,Oui,Non,Non,Oui
HOP0406,Clinique Belinga,Yaoundé,Yaoundé IV,Simbock,3.81377,11.543746,+237 653 028 639,belinga@minsante.cm,Hôpital de District,Non,Oui,Non,Oui
HOP0407,Hôpital Feudjio de Village,Douala,Douala II,Village,4.081159,9.709117,+237 677 015 423,feudjiovillage@hopitalcam.cm,Hôpital de District,Non,Non,Non,Oui
HOP0408,Centre Hospitalier de Nsam,Yaoundé,Yaoundé IV,Nsam,3.807611,11.433653,+237 699 765 839,nsam@hopitalcam.cm,Hôpital de District,Oui,Oui,Oui,Non
HOP0409,Centre Hospitalier de Bonanjo,Douala,Douala V,Bonanjo,4.035943,9.776504,+237 233 730 566,bonanjo@gmail.com,Hôpital de District,Non,Non,Oui,Oui
HOP0410,Hôpital Saint-Marc de Ndokoti,Douala,Douala IV,Ndokoti,4.093013,9.689846,+237 650 571 534,marcndokoti@sante.cm,Hôpital de District,Oui,Non,Oui,Oui
HOP0411,Hôpital de Carrière,Yaoundé,Yaoundé II,Carrière,3.93162,11.497533,+237 233 682 793,carrière@minsante.cm,Hôpital de District,Non,Non,Oui,Oui
HOP0412,Clinique Gabriel PK14,Douala,Douala V,PK14,4.059425,9.688343,+237 692 323 465,gabrielpk14@hotmail.com,Hôpital de District,Oui,Oui,Oui,Oui
HOP0413,Hôpital Saint-Marc de Youpwé,Douala,Douala III,Youpwé,3.98542,9.689674,+237 242 338 318,marcyoupwé@hotmail.com,Hôpital de District,Non,Oui,Non,Oui
HOP0414,Hôpital Saint-Paul de PK12,Douala,Douala IV,PK12,4.011899,9.740966,+237 651 691 713,paulpk12@hotmail.com,Hôpital de District,Non,Oui,Oui,Non
HOP0415,Hôpital Tchoupo de Mvog-Beti,Yaoundé,Yaoundé IV,Mvog-Beti,3.913511,11.493419,+237 690 807 401,tchoupomvog-be@hotmail.com,Hôpital de District,Non,Non,Oui,Non
HOP0416,Hôpital Kuitche de Cité des Palmiers,Douala,Douala IV,Cité des Palmiers,3.990464,9.744425,+237 693 560 393,kuitchecitédes@minsante.cm,Hôpital de District,Oui,Oui,Oui,Oui
HOP0417,Hôpital de Nkol-Eton,Yaoundé,Yaoundé III,Nkol-Eton,3.788832,11.589837,+237 690 302 307,nkol-eton@minsante.cm,Hôpital de District,Oui,Non,Oui,Non
HOP0418,Hôpital Bello de PK14,Douala,Douala VI,PK14,4.035236,9.73759,+237 694 038 146,bellopk14@hotmail.com,Hôpital de District,Non,Non,Oui,Non
HOP0419,Clinique Louis Mimboman,Yaoundé,Yaoundé V,Mimboman,3.86819,11.420361,+237 243 389 354,louismimboman@sante.cm,Hôpital de District,Oui,Oui,Non,Oui
HOP0420,Hôpital Saint-Thérèse de Obili,Yaoundé,Yaoundé II,Obili,3.927861,11.461541,+237 652 512 562,thérèseobili@hopitalcam.cm,Hôpital de District,Non,Non,Oui,Oui
HOP0421,Hôpital Saint-Camille de Carrière,Yaoundé,Yaoundé IV,Carrière,3.807368,11.568188,+237 242 048 231,camilcarrière@yahoo.fr,Hôpital de District,Non,Non,Oui,Non
HOP0422,Hôpital Ndoumbe de Mimboman,Yaoundé,Yaoundé V,Mimboman,3.804044,11.601569,+237 679 236 351,ndoumbemimboma@yahoo.fr,Hôpital de District,Oui,Non,Non,Non
HOP0423,Hôpital Essomba de Odza,Yaoundé,Yaoundé V,Odza,3.774859,11.456318,+237 699 453 835,essombaodza@hopitalcam.cm,Hôpital de District,Non,Oui,Non,Oui
HOP0424,Hôpital Saint-Marie de Logbessou,Douala,Douala VI,Logbessou,3.99714,9.740478,+237 691 872 861,marielogbessou@sante.cm,Hôpital de District,Non,Non,Oui,Non
HOP0425,Hôpital Ekani de Ekounou,Yaoundé,Yaoundé I,Ekounou,3.826018,11.591251,+237 652 096 936,ekaniekounou@hopitalcam.cm,Hôpital de District,Non,Non,Oui,Non
HOP0426,Clinique Joseph New Bell,Douala,Douala I,New Bell,4.015364,9.733824,+237 650 758 671,josephnewbell@gmail.com,Hôpital de District,Oui,Oui,Oui,Non
HOP0427,Hôpital Kuitche de Aetemengue,Yaoundé,Yaoundé VII,Aetemengue,3.925956,11.473959,+237 679 866 960,kuitcheaetemen@sante.cm,Hôpital de District,Non,Oui,Oui,Non
HOP0428,Centre Hospitalier de Bessengue,Douala,Douala VI,Bessengue,4.102953,9.675032,+237 650 466 805,bessengue@gmail.com,Hôpital de District,Non,Non,Oui,Oui
HOP0429,Clinique Patrick Carrière,Yaoundé,Yaoundé III,Carrière,3.838087,11.421414,+237 652 083 000,patrickcarrièr@gmail.com,Hôpital de District,Non,Non,Oui,Oui
HOP0430,Hôpital Saint-Jean de Nkongmondo,Douala,Douala V,Nkongmondo,3.975732,9.684828,+237 695 053 733,jeannkongmondo@hopitalcam.cm,Hôpital de District,Oui,Non,Non,Non
HOP0431,Hôpital Belinga de Bepanda,Douala,Douala VI,Bepanda,3.980761,9.691706,+237 653 867 419,belingabepanda@yahoo.fr,Hôpital de District,Oui,Non,Oui,Oui
