id,nom,ville,arrondissement,quartier,latitude,longitude,telephone,email,pharmacie_de_garde,type_garde,horaires,livraison_domicile,parapharmacie,materiel_medical
PHA0264,Officine Mbassi de PK14,Douala,Douala II,PK14,4.077321,9.674488,+237 698 122 325,mbassipk14@yahoo.fr,Oui,Nuit,20h00 — 08h00,Oui,Non,Non
PHA0265,Pharmacie du Simbock,Yaoundé,Yaoundé VII,Simbock,3.831149,11.454323,+237 695 124 250,simbock@pharmacie.cm,Non,Standard,Lun–Sam 07h30–20h00,Non,Non,Oui
PHA0266,Pharmacie Claire Santa Barbara,Yaoundé,Yaoundé VII,Santa Barbara,3.87478,11.537604,+237 678 492 362,clairesantabar@yahoo.fr,Non,Standard,Lun–Sam 07h30–20h00,Non,Non,Non
PHA0267,Pharmacie de Ndogbong,Douala,Douala IV,Ndogbong,3.995217,9.775005,+237 690 135 570,ndogbong@hotmail.com,Non,Standard,Lun–Ven 08h00–19h00,Oui,Non,Non
PHA0268,Pharmacie de Akwa,Douala,Douala IV,Akwa,4.014216,9.711173,+237 692 331 359,akwa@sante.cm,Oui,Nuit,20h00 — 08h00,Non,Oui,Non
PHA0269,Officine Mbarga de PK14,Douala,Douala IV,PK14,3.97476,9.735105,+237 696 060 296,mbargapk14@sante.cm,Non,Standard,Lun–Sam 07h30–20h00,Non,Oui,Non
PHA0270,Pharmacie Raphaël Nlongkak,Yaoundé,Yaoundé III,Nlongkak,3.809699,11.590626,+237 652 021 406,raphaëlnlongka@pharmacie.cm,Non,Standard,Lun–Ven 08h00–19h00,Oui,Non,Non
PHA0271,Officine Onana de Mbanya,Douala,Douala II,Mbanya,4.094851,9.724428,+237 651 975 948,onanambanya@sante.cm,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Oui,Non
PHA0272,Pharmacie Cécile Bonaberi,Douala,Douala III,Bonaberi,4.006921,9.638589,+237 652 437 877,cécibonaberi@sante.cm,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Non,Oui
PHA0273,Pharmacie Dominique Kotto,Douala,Douala II,Kotto,4.103395,9.768903,+237 222 131 959,dominiquekotto@sante.cm,Non,Standard,Lun–Sam 07h30–20h00,Non,Oui,Non
PHA0274,Pharmacie Louis Kotto,Douala,Douala I,Kotto,4.088039,9.777743,+237 691 700 962,louiskotto@yahoo.fr,Oui,Nuit,20h00 — 08h00,Oui,Non,Oui
PHA0275,Officine Djoumbi de Bonapriso,Douala,Douala IV,Bonapriso,4.04004,9.688166,+237 692 291 670,djoumbibonapri@yahoo.fr,Non,Standard,Lun–Sam 07h30–20h00,Non,Non,Oui
PHA0276,Pharmacie de Bangue,Douala,Douala VI,Bangue,3.996831,9.645489,+237 697 408 066,bangue@sante.cm,Oui,Weekend,Sam–Dim 08h00 — 20h00,Oui,Oui,Oui
PHA0277,Officine Bello de Djoungolo,Yaoundé,Yaoundé VII,Djoungolo,3.847882,11.547513,+237 651 691 738,bellodjoungolo@pharmacie.cm,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Non,Oui
PHA0278,Pharmacie Nguele,Yaoundé,Yaoundé III,Elig-Essono,3.832073,11.401082,+237 222 099 072,nguele@yahoo.fr,Oui,Permanente,24h/24 — 7j/7,Non,Oui,Non
PHA0279,Officine Nlend de Bangue,Douala,Douala I,Bangue,4.020603,9.767226,+237 693 483 317,nlendbangue@sante.cm,Non,Standard,Lun–Dim 08h00–20h00,Oui,Non,Oui
PHA0280,Pharmacie Saint-Étienne,Yaoundé,Yaoundé V,Ahala,3.844318,11.430943,+237 696 644 650,étienne@yahoo.fr,Non,Standard,Lun–Sam 08h00–18h30,Oui,Non,Non
PHA0281,Officine Ndoumbe de Bonamoussadi,Douala,Douala VI,Bonamoussadi,4.065559,9.626798,+237 242 926 631,ndoumbebonamou@hotmail.com,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Non,Non
PHA0282,Officine Ondoa de Briqueterie,Yaoundé,Yaoundé II,Briqueterie,3.931195,11.523762,+237 691 548 312,ondoabriqueter@gmail.com,Oui,Permanente,24h/24 — 7j/7,Non,Oui,Oui
PHA0283,Pharmacie du Bassa,Douala,Douala III,Bassa,4.123061,9.754231,+237 650 582 259,bassa@sante.cm,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Non,Non
PHA0284,Pharmacie Paul Bonapriso,Douala,Douala II,Bonapriso,4.094427,9.672239,+237 650 178 684,paulbonapriso@hotmail.com,Non,Standard,Lun–Sam 07h00–21h00,Non,Non,Non
PHA0285,Pharmacie du Briqueterie,Yaoundé,Yaoundé VI,Briqueterie,3.760559,11.462122,+237 652 621 690,briqueterie@gmail.com,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Oui,Oui
PHA0286,Pharmacie Augustin Nsam,Yaoundé,Yaoundé II,Nsam,3.93381,11.434501,+237 677 348 165,augustinnsam@sante.cm,Non,Standard,Lun–Sam 07h00–21h00,Non,Oui,Oui
PHA0287,Pharmacie Joseph Mokolo,Yaoundé,Yaoundé III,Mokolo,3.788846,11.511252,+237 233 975 983,josephmokolo@yahoo.fr,Oui,Permanente,24h/24 — 7j/7,Oui,Oui,Oui
PHA0288,Officine Kamga de Mvog-Ada,Yaoundé,Yaoundé III,Mvog-Ada,3.882272,11.505682,+237 222 893 211,kamgamvog-ada@sante.cm,Non,Standard,Lun–Dim 08h00–20h00,Non,Oui,Non
PHA0289,Officine Moussa de Boko,Douala,Douala IV,Boko,4.121324,9.663978,+237 695 709 977,moussaboko@hotmail.com,Non,Standard,Lun–Sam 07h30–20h00,Oui,Oui,Non
PHA0290,Pharmacie de la Lumière,Yaoundé,Yaoundé II,Bastos,3.829792,11.572928,+237 698 200 663,lumière@sante.cm,Non,Standard,Lun–Dim 08h00–20h00,Oui,Oui,Non
PHA0291,Pharmacie Étienne Ndoghem,Douala,Douala I,Ndoghem,4.003532,9.712882,+237 653 928 917,étiennendoghem@pharmacie.cm,Non,Standard,Lun–Ven 08h00–19h00,Non,Non,Oui
PHA0292,Pharmacie Félicité Ndog-Passi III,Douala,Douala III,Ndog-Passi III,4.058919,9.72846,+237 696 922 744,féliciténdog-p@sante.cm,Oui,Nuit,20h00 — 08h00,Non,Oui,Oui
PHA0293,Officine Bello de Kotto,Douala,Douala I,Kotto,3.984133,9.763456,+237 651 500 707,bellokotto@yahoo.fr,Non,Standard,Lun–Sam 08h00–18h30,Non,Oui,Non
PHA0294,Pharmacie de la Salut,Yaoundé,Yaoundé V,Nkoldongo,3.740873,11.504264,+237 678 748 781,salut@hotmail.com,Oui,Nuit,20h00 — 08h00,Oui,Oui,Oui
PHA0295,Officine Elong de Émana,Yaoundé,Yaoundé II,Émana,3.839643,11.598376,+237 652 223 770,elongémana@gmail.com,Oui,Nuit,20h00 — 08h00,Non,Non,Non
PHA0296,Officine Belinga de Bonapriso,Douala,Douala III,Bonapriso,4.027444,9.713925,+237 233 820 825,belingabonapri@yahoo.fr,Non,Standard,Lun–Sam 08h00–18h30,Non,Non,Non
PHA0297,Pharmacie de Nkol-Afeme,Yaoundé,Yaoundé VI,Nkol-Afeme,3.934886,11.560527,+237 677 945 743,nkol-afeme@pharmacie.cm,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Non,Non
PHA0298,Pharmacie de Ngoa-Ekélé,Yaoundé,Yaoundé VII,Ngoa-Ekélé,3.763931,11.47352,+237 692 575 164,ngoa-ekélé@sante.cm,Oui,Nuit,20h00 — 08h00,Non,Oui,Non
PHA0299,Pharmacie du Makepe,Douala,Douala IV,Makepe,4.071468,9.651654,+237 695 146 801,makepe@yahoo.fr,Non,Standard,Lun–Ven 08h00–19h00,Non,Oui,Oui
PHA0300,Pharmacie Dominique Ndogpassi,Douala,Douala V,Ndogpassi,4.039697,9.742055,+237 699 806 396,dominiquendogp@gmail.com,Oui,Nuit,20h00 — 08h00,Non,Oui,Oui
PHA0301,Officine Ndjock de Nkolmesseng,Yaoundé,Yaoundé V,Nkolmesseng,3.832764,11.533924,+237 652 330 969,ndjocknkolmess@sante.cm,Oui,Permanente,24h/24 — 7j/7,Oui,Non,Non
PHA0302,Officine Ndjock de Biteng,Yaoundé,Yaoundé VI,Biteng,3.880835,11.593393,+237 233 402 189,ndjockbiteng@yahoo.fr,Non,Standard,Lun–Sam 07h00–21h00,Non,Oui,Non
PHA0303,Pharmacie Ekani,Yaoundé,Yaoundé IV,Santa Barbara,3.748297,11.480135,+237 694 530 921,ekani@sante.cm,Non,Standard,Lun–Sam 07h30–20h00,Oui,Oui,Non
PHA0304,Pharmacie Luc Djoungolo,Yaoundé,Yaoundé III,Djoungolo,3.862102,11.395731,+237 679 238 115,lucdjoungolo@sante.cm,Oui,Nuit,20h00 — 08h00,Non,Oui,Oui
PHA0305,Pharmacie Marc Mendong,Yaoundé,Yaoundé VII,Mendong,3.91413,11.558504,+237 694 878 235,marcmendong@sante.cm,Non,Standard,Lun–Sam 08h00–18h30,Oui,Non,Oui
PHA0306,Pharmacie Gabriel Nkol-Eton,Yaoundé,Yaoundé III,Nkol-Eton,3.859557,11.535885,+237 654 690 444,gabrielnkol-et@yahoo.fr,Oui,Nuit,20h00 — 08h00,Non,Non,Non
PHA0307,Pharmacie Damien Simbock,Yaoundé,Yaoundé III,Simbock,3.841628,11.604765,+237 691 472 292,damiensimbock@yahoo.fr,Non,Standard,Lun–Ven 08h00–19h00,Non,Non,Non
PHA0308,Pharmacie Augustin Djoungolo,Yaoundé,Yaoundé IV,Djoungolo,3.895366,11.468489,+237 652 979 615,augustindjoung@hotmail.com,Non,Standard,Lun–Ven 08h00–19h00,Oui,Oui,Non
PHA0309,Officine Mbassi de Etoudi,Yaoundé,Yaoundé VII,Etoudi,3.857281,11.398661,+237 698 254 811,mbassietoudi@gmail.com,Non,Standard,Lun–Sam 07h00–21h00,Oui,Oui,Oui
PHA0310,Pharmacie Camille Sodiko,Douala,Douala II,Sodiko,3.999619,9.672689,+237 692 919 591,camilsodiko@hotmail.com,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Oui,Oui
PHA0311,Pharmacie Gabriel PK17,Douala,Douala IV,PK17,4.02674,9.683019,+237 243 060 338,gabrielpk17@sante.cm,Non,Standard,Lun–Ven 08h00–19h00,Oui,Oui,Non
PHA0312,Officine Ateba de Ndokoti,Douala,Douala VI,Ndokoti,4.085079,9.743224,+237 652 708 364,atebandokoti@yahoo.fr,Non,Standard,Lun–Sam 07h00–21h00,Oui,Non,Oui
PHA0313,Officine Engoulou de Bonaloka,Douala,Douala II,Bonaloka,4.085361,9.710623,+237 698 437 392,engouloubonalo@pharmacie.cm,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Oui,Oui
PHA0314,Pharmacie Bernadette Djoungolo,Yaoundé,Yaoundé VII,Djoungolo,3.820052,11.500746,+237 697 701 326,bernadettedjou@pharmacie.cm,Oui,Nuit,20h00 — 08h00,Non,Oui,Non
PHA0315,Pharmacie Belinga,Yaoundé,Yaoundé II,Madagascar,3.844805,11.577558,+237 678 216 279,belinga@sante.cm,Non,Standard,Lun–Dim 08h00–20h00,Non,Oui,Non
PHA0316,Pharmacie Anne PK10,Douala,Douala IV,PK10,4.058305,9.655548,+237 243 248 097,annepk10@gmail.com,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Oui,Non
PHA0317,Pharmacie Élisabeth Mvog-Beti,Yaoundé,Yaoundé I,Mvog-Beti,3.869901,11.565087,+237 233 137 489,élisabethmvog-@gmail.com,Oui,Permanente,24h/24 — 7j/7,Non,Oui,Non
PHA0318,Pharmacie Essomba,Yaoundé,Yaoundé II,Nkol-Eton,3.81778,11.551,+237 690 266 620,essomba@pharmacie.cm,Non,Standard,Lun–Ven 08h00–19h00,Non,Non,Non
PHA0319,Officine Biyiti de Nkolbisson,Yaoundé,Yaoundé I,Nkolbisson,3.749527,11.477631,+237 677 654 306,biyitinkolbiss@gmail.com,Non,Standard,Lun–Sam 07h00–21h00,Non,Oui,Oui
PHA0320,Officine Zang de Nyalla,Douala,Douala V,Nyalla,4.008429,9.64639,+237 699 122 489,zangnyalla@hotmail.com,Non,Standard,Lun–Sam 08h00–18h30,Non,Non,Non
PHA0321,Pharmacie Moussa,Yaoundé,Yaoundé IV,Omnisports,3.826503,11.588161,+237 694 467 239,moussa@pharmacie.cm,Non,Standard,Lun–Dim 08h00–20h00,Non,Non,Non
PHA0322,Officine Biyiti de Japoma,Douala,Douala I,Japoma,4.046794,9.762441,+237 233 767 847,biyitijapoma@yahoo.fr,Oui,Weekend,Sam–Dim 08h00 — 20h00,Oui,Oui,Oui
PHA0323,Officine Mvé de Simbock,Yaoundé,Yaoundé VII,Simbock,3.818509,11.564187,+237 651 342 920,mvésimbock@gmail.com,Non,Standard,Lun–Sam 07h30–20h00,Non,Non,Non
PHA0324,Pharmacie Gabriel Bonaberi,Douala,Douala III,Bonaberi,4.02207,9.677317,+237 651 668 998,gabrielbonaber@pharmacie.cm,Oui,Nuit,20h00 — 08h00,Non,Oui,Non
PHA0325,Pharmacie Bruno Mvog-Mbi,Yaoundé,Yaoundé II,Mvog-Mbi,3.782383,11.472372,+237 679 864 347,brunomvog-mbi@pharmacie.cm,Non,Standard,Lun–Ven 08h00–19h00,Non,Oui,Non
PHA0326,Officine Ateba de Émana,Yaoundé,Yaoundé II,Émana,3.950875,11.495815,+237 695 777 963,atebaémana@gmail.com,Oui,Nuit,20h00 — 08h00,Oui,Non,Non
PHA0327,Officine Fotso de Bonapriso,Douala,Douala V,Bonapriso,4.051277,9.649799,+237 243 343 630,fotsobonapriso@gmail.com,Non,Standard,Lun–Ven 08h00–19h00,Oui,Non,Oui
PHA0328,Pharmacie de Bessengue,Douala,Douala I,Bessengue,4.063465,9.735755,+237 677 209 174,bessengue@hotmail.com,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Oui,Non
PHA0329,Officine Hamadou de Nzeng-Ayong,Douala,Douala VI,Nzeng-Ayong,4.084144,9.759454,+237 678 617 183,hamadounzeng-a@yahoo.fr,Non,Standard,Lun–Ven 08h00–19h00,Non,Non,Non
PHA0330,Officine Assamba de Nzeng-Ayong,Douala,Douala IV,Nzeng-Ayong,4.107676,9.707718,+237 699 508 296,assambanzeng-a@yahoo.fr,Non,Standard,Lun–Sam 08h00–18h30,Oui,Non,Non
PHA0331,Pharmacie Saint-André,Yaoundé,Yaoundé I,Ngousso,3.854581,11.522256,+237 678 989 822,andré@hotmail.com,Non,Standard,Lun–Sam 08h00–18h30,Oui,Oui,Non
PHA0332,Pharmacie André Makepe,Douala,Douala III,Makepe,4.050124,9.638954,+237 654 406 478,andrémakepe@pharmacie.cm,Non,Standard,Lun–Sam 07h30–20h00,Oui,Non,Non
PHA0333,Pharmacie de la Confiance,Yaoundé,Yaoundé I,Ekounou,3.84177,11.601523,+237 696 070 700,confiance@gmail.com,Non,Standard,Lun–Sam 08h00–18h30,Non,Oui,Non
PHA0334,Pharmacie du Mboppi,Douala,Douala I,Mboppi,3.994397,9.73279,+237 699 399 697,mboppi@pharmacie.cm,Non,Standard,Lun–Ven 08h00–19h00,Non,Non,Non
PHA0335,Pharmacie du Mbanya,Douala,Douala V,Mbanya,4.04348,9.69684,+237 651 261 020,mbanya@gmail.com,Oui,Permanente,24h/24 — 7j/7,Non,Oui,Oui
PHA0336,Pharmacie Élisabeth Omnisports,Yaoundé,Yaoundé VII,Omnisports,3.79157,11.479409,+237 222 853 819,élisabethomnis@gmail.com,Oui,Nuit,20h00 — 08h00,Non,Non,Oui
PHA0337,Officine Mvogo de Biyem-Assi,Yaoundé,Yaoundé IV,Biyem-Assi,3.888802,11.489845,+237 655 825 270,mvogobiyem-ass@sante.cm,Non,Standard,Lun–Ven 08h00–19h00,Oui,Oui,Non
PHA0338,Pharmacie Étienne Bassa,Douala,Douala VI,Bassa,4.059795,9.712039,+237 695 386 862,étiennebassa@hotmail.com,Non,Standard,Lun–Sam 07h00–21h00,Non,Oui,Non
PHA0339,Pharmacie de la Vie,Yaoundé,Yaoundé VI,Mvog-Beti,3.925298,11.443766,+237 696 659 069,vie@hotmail.com,Non,Standard,Lun–Sam 08h00–18h30,Non,Oui,Oui
PHA0340,Pharmacie Cécile Nyalla,Douala,Douala V,Nyalla,4.08438,9.651427,+237 697 895 812,cécinyalla@yahoo.fr,Non,Standard,Lun–Dim 08h00–20h00,Non,Non,Non
PHA0341,Officine Ekani de Kondengui,Yaoundé,Yaoundé VII,Kondengui,3.833365,11.461612,+237 697 986 797,ekanikondengui@sante.cm,Oui,Permanente,24h/24 — 7j/7,Oui,Oui,Oui
PHA0342,Pharmacie du Mvog-Mbi,Yaoundé,Yaoundé IV,Mvog-Mbi,3.851106,11.501455,+237 651 938 149,mvog-mbi@hotmail.com,Oui,Nuit,20h00 — 08h00,Non,Oui,Non
PHA0343,Officine Tabi de Tsinga,Yaoundé,Yaoundé I,Tsinga,3.865424,11.598604,+237 679 783 892,tabitsinga@gmail.com,Oui,Permanente,24h/24 — 7j/7,Non,Oui,Oui
PHA0344,Pharmacie de Kondengui,Yaoundé,Yaoundé VI,Kondengui,3.827344,11.496503,+237 697 788 548,kondengui@gmail.com,Non,Standard,Lun–Ven 08h00–19h00,Non,Non,Non
PHA0345,Pharmacie Pierre Madagascar,Yaoundé,Yaoundé V,Madagascar,3.846162,11.540674,+237 654 756 519,pierremadagasc@yahoo.fr,Oui,Permanente,24h/24 — 7j/7,Oui,Non,Oui
PHA0346,Pharmacie Félicité PK12,Douala,Douala IV,PK12,4.045921,9.71122,+237 650 204 230,félicitépk12@gmail.com,Non,Standard,Lun–Sam 08h00–18h30,Non,Non,Non
PHA0347,Pharmacie de Nkomo,Yaoundé,Yaoundé I,Nkomo,3.766744,11.539407,+237 693 403 657,nkomo@pharmacie.cm,Oui,Permanente,24h/24 — 7j/7,Oui,Non,Oui
PHA0348,Officine Tchoupo de Nkolmesseng,Yaoundé,Yaoundé II,Nkolmesseng,3.850412,11.502355,+237 693 107 738,tchouponkolmes@yahoo.fr,Non,Standard,Lun–Sam 07h30–20h00,Oui,Non,Non
PHA0349,Pharmacie Joseph Cité des Palmiers,Douala,Douala V,Cité des Palmiers,4.119187,9.765327,+237 691 300 724,josephcitédesp@gmail.com,Oui,Weekend,Sam–Dim 08h00 — 20h00,Oui,Non,Oui
PHA0350,Pharmacie Mbassi,Yaoundé,Yaoundé VII,Obili,3.79776,11.53863,+237 650 586 174,mbassi@gmail.com,Oui,Nuit,20h00 — 08h00,Non,Non,Oui
PHA0351,Pharmacie Thérèse Mboppi,Douala,Douala IV,Mboppi,4.129012,9.741599,+237 699 298 262,thérèsemboppi@hotmail.com,Non,Standard,Lun–Sam 08h00–18h30,Non,Non,Non
PHA0352,Officine Bikié de Mvog-Beti,Yaoundé,Yaoundé IV,Mvog-Beti,3.799611,11.467447,+237 690 051 255,bikiémvog-beti@yahoo.fr,Non,Standard,Lun–Sam 07h30–20h00,Non,Oui,Non
PHA0353,Officine Assamba de Ndoghem,Douala,Douala III,Ndoghem,4.087864,9.694425,+237 693 310 804,assambandoghem@yahoo.fr,Non,Standard,Lun–Dim 08h00–20h00,Non,Non,Non
PHA0354,Pharmacie du Carrière,Yaoundé,Yaoundé III,Carrière,3.936411,11.469782,+237 655 248 090,carrière@yahoo.fr,Oui,Nuit,20h00 — 08h00,Non,Oui,Non
PHA0355,Pharmacie Dominique Mokolo,Yaoundé,Yaoundé I,Mokolo,3.86048,11.56301,+237 696 421 128,dominiquemokol@gmail.com,Non,Standard,Lun–Ven 08h00–19h00,Oui,Non,Oui
PHA0356,Officine Simo de Mendong,Yaoundé,Yaoundé IV,Mendong,3.760205,11.536537,+237 692 107 550,simomendong@hotmail.com,Non,Standard,Lun–Dim 08h00–20h00,Non,Non,Non
PHA0357,Officine Mbarga de PK10,Douala,Douala II,PK10,3.983302,9.732717,+237 697 967 447,mbargapk10@gmail.com,Non,Standard,Lun–Sam 07h30–20h00,Non,Non,Non
PHA0358,Officine Tabi de Mvan,Yaoundé,Yaoundé III,Mvan,3.805417,11.439802,+237 695 480 872,tabimvan@pharmacie.cm,Non,Standard,Lun–Dim 08h00–20h00,Non,Oui,Non
PHA0359,Pharmacie Jean Youpwé,Douala,Douala V,Youpwé,4.057101,9.793593,+237 698 119 321,jeanyoupwé@sante.cm,Oui,Nuit,20h00 — 08h00,Non,Oui,Non
PHA0360,Officine Manga de Deido,Douala,Douala II,Deido,4.030117,9.681011,+237 233 693 771,mangadeido@pharmacie.cm,Non,Standard,Lun–Sam 08h00–18h30,Oui,Oui,Non
PHA0361,Pharmacie de Bastos,Yaoundé,Yaoundé I,Bastos,3.94331,11.521193,+237 697 281 108,bastos@sante.cm,Non,Standard,Lun–Sam 07h00–21h00,Non,Oui,Non
PHA0362,Officine Abega de Bali,Douala,Douala I,Bali,4.015669,9.770948,+237 695 012 486,abegabali@gmail.com,Oui,Nuit,20h00 — 08h00,Oui,Oui,Oui
PHA0363,Officine Eba de PK8,Douala,Douala VI,PK8,4.077358,9.633287,+237 696 533 261,ebapk8@hotmail.com,Oui,Weekend,Sam–Dim 08h00 — 20h00,Oui,Non,Non
PHA0364,Officine Belinga de Obili,Yaoundé,Yaoundé VII,Obili,3.762451,11.448925,+237 655 967 962,belingaobili@sante.cm,Non,Standard,Lun–Dim 08h00–20h00,Non,Non,Oui
PHA0365,Pharmacie André Bastos,Yaoundé,Yaoundé III,Bastos,3.907839,11.422403,+237 222 222 186,andrébastos@sante.cm,Non,Standard,Lun–Sam 07h00–21h00,Non,Oui,Non
PHA0366,Officine Tabi de Mokolo,Yaoundé,Yaoundé II,Mokolo,3.885219,11.421146,+237 233 346 390,tabimokolo@sante.cm,Oui,Nuit,20h00 — 08h00,Non,Oui,Oui
PHA0367,Officine Owona de Bepanda,Douala,Douala VI,Bepanda,4.065972,9.70099,+237 696 644 342,owonabepanda@pharmacie.cm,Non,Standard,Lun–Ven 08h00–19h00,Non,Oui,Non
PHA0368,Pharmacie André Mbanya,Douala,Douala V,Mbanya,4.061625,9.75094,+237 654 745 724,andrémbanya@sante.cm,Oui,Weekend,Sam–Dim 08h00 — 20h00,Oui,Oui,Oui
PHA0369,Officine Assamba de Nkol-Eton,Yaoundé,Yaoundé I,Nkol-Eton,3.848387,11.449748,+237 698 565 343,assambankol-et@hotmail.com,Non,Standard,Lun–Sam 07h30–20h00,Non,Non,Non
PHA0370,Officine Mbassi de Mboppi,Douala,Douala II,Mboppi,4.070995,9.651042,+237 678 211 698,mbassimboppi@pharmacie.cm,Oui,Permanente,24h/24 — 7j/7,Non,Oui,Non
PHA0371,Pharmacie de Mokolo,Yaoundé,Yaoundé V,Mokolo,3.85894,11.597951,+237 242 550 090,mokolo@gmail.com,Non,Standard,Lun–Sam 07h00–21h00,Non,Non,Non
PHA0372,Pharmacie Claire Sodiko,Douala,Douala VI,Sodiko,3.97242,9.746681,+237 699 708 415,clairesodiko@sante.cm,Oui,Nuit,20h00 — 08h00,Non,Oui,Oui
PHA0373,Pharmacie du Messa,Yaoundé,Yaoundé I,Messa,3.934953,11.454516,+237 653 846 120,messa@gmail.com,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Non,Non
PHA0374,Officine Moussa de PK17,Douala,Douala II,PK17,4.029722,9.729173,+237 697 093 806,moussapk17@pharmacie.cm,Non,Standard,Lun–Sam 08h00–18h30,Oui,Non,Oui
PHA0375,Pharmacie du Bangue,Douala,Douala II,Bangue,4.031757,9.730269,+237 651 068 547,bangue@sante.cm,Oui,Permanente,24h/24 — 7j/7,Non,Oui,Non
PHA0376,Pharmacie Augustin Bastos,Yaoundé,Yaoundé I,Bastos,3.792802,11.490019,+237 678 679 901,augustinbastos@sante.cm,Non,Standard,Lun–Sam 07h30–20h00,Oui,Oui,Non
PHA0377,Officine Zang de Nkolmesseng,Yaoundé,Yaoundé I,Nkolmesseng,3.862103,11.437081,+237 652 009 770,zangnkolmessen@yahoo.fr,Oui,Permanente,24h/24 — 7j/7,Oui,Oui,Oui
PHA0378,Pharmacie Monique PK14,Douala,Douala VI,PK14,4.068462,9.730144,+237 242 081 533,moniquepk14@sante.cm,Non,Standard,Lun–Sam 07h00–21h00,Non,Oui,Non
PHA0379,Pharmacie Joseph Deido,Douala,Douala II,Deido,4.113447,9.667224,+237 233 832 005,josephdeido@gmail.com,Non,Standard,Lun–Sam 08h00–18h30,Non,Oui,Oui
PHA0380,Pharmacie Camille New Bell,Douala,Douala I,New Bell,4.11142,9.693664,+237 679 574 366,camilnewbell@yahoo.fr,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Oui,Non
PHA0381,Pharmacie Augustin Essos,Yaoundé,Yaoundé III,Essos,3.75041,11.509148,+237 692 437 733,augustinessos@sante.cm,Oui,Weekend,Sam–Dim 08h00 — 20h00,Non,Oui,Non
PHA0382,Officine Nkeng de PK8,Douala,Douala IV,PK8,4.06196,9.676251,+237 697 623 875,nkengpk8@gmail.com,Non,Standard,Lun–Sam 07h00–21h00,Non,Non,Oui
PHA0383,Officine Bikié de Obili,Yaoundé,Yaoundé VI,Obili,3.775823,11.58076,+237 679 913 591,bikiéobili@yahoo.fr,Non,Standard,Lun–Dim 08h00–20h00,Non,Non,Non
PHA0384,Pharmacie Anne Ekounou,Yaoundé,Yaoundé VII,Ekounou,3.852295,11.421066,+237 243 156 503,anneekounou@pharmacie.cm,Oui,Nuit,20h00 — 08h00,Non,Non,Oui
PHA0385,Officine Engoulou de PK10,Douala,Douala VI,PK10,4.088942,9.783752,+237 697 648 847,engouloupk10@hotmail.com,Non,Standard,Lun–Sam 07h30–20h00,Oui,Non,Non
PHA0386,Pharmacie Monique Santa Barbara,Yaoundé,Yaoundé V,Santa Barbara,3.883686,11.444294,+237 243 617 004,moniquesantaba@gmail.com,Oui,Nuit,20h00 — 08h00,Non,Non,Oui
PHA0387,Officine Bello de Melen,Yaoundé,Yaoundé V,Melen,3.850492,11.4126,+237 652 099 911,bellomelen@hotmail.com,Non,Standard,Lun–Dim 08h00–20h00,Non,Non,Oui
PHA0388,Pharmacie du Nkongmondo,Douala,Douala V,Nkongmondo,4.071567,9.657226,+237 652 391 932,nkongmondo@hotmail.com,Non,Standard,Lun–Sam 08h00–18h30,Non,Non,Oui
PHA0389,Pharmacie Cyprien Bassa,Douala,Douala V,Bassa,4.013081,9.695481,+237 691 219 504,cyprienbassa@gmail.com,Non,Standard,Lun–Sam 08h00–18h30,Oui,Oui,Non
PHA0390,Officine Mbassi de Japoma,Douala,Douala III,Japoma,4.048027,9.688502,+237 677 739 068,mbassijapoma@gmail.com,Non,Standard,Lun–Sam 08h00–18h30,Non,Oui,Non
PHA0391,Pharmacie Étienne Ngoa-Ekélé,Yaoundé,Yaoundé VI,Ngoa-Ekélé,3.794812,11.596127,+237 691 650 249,étiennengoa-ek@yahoo.fr,Non,Standard,Lun–Ven 08h00–19h00,Non,Non,Oui
PHA0392,Officine Ndjock de Carrière,Yaoundé,Yaoundé III,Carrière,3.823854,11.52918,+237 679 109 512,ndjockcarrière@pharmacie.cm,Oui,Nuit,20h00 — 08h00,Non,Non,Oui
PHA0393,Officine Bikié de Tsinga,Yaoundé,Yaoundé V,Tsinga,3.873291,11.447977,+237 696 380 651,bikiétsinga@pharmacie.cm,Oui,Nuit,20h00 — 08h00,Non,Oui,Oui
PHA0394,Pharmacie Bruno Mendong,Yaoundé,Yaoundé I,Mendong,3.878212,11.585514,+237 222 140 643,brunomendong@hotmail.com,Non,Standard,Lun–Dim 08h00–20h00,Oui,Non,Oui
PHA0395,Pharmacie Saint-Élisabeth,Yaoundé,Yaoundé VII,Nkol-Afeme,3.90354,11.430043,+237 654 526 754,élisabeth@pharmacie.cm,Oui,Permanente,24h/24 — 7j/7,Non,Oui,Non
