id,nom,ville,arrondissement,quartier,latitude,longitude,telephone,email,type_centre,vaccination_enfants,vaccination_adultes,suivi_grossesse,planning_familial,consultation_nourrissons,vaccins_disponibles,carnet_sante_numerique,horaires
VAC0179,PMI de Bessengue,Douala,Douala VI,Nyalla,4.036097,9.680493,+237 651 366 597,bessengue@gmail.com,Centre de vaccination,Oui,Oui,Oui,Oui,Non,Tétanos | Rougeole | Polio | Fièvre jaune | Méningite,Non,Lun–Sam 07h00–20h00
VAC0180,Centre de Vaccination Bello,Yaoundé,Yaoundé IV,Biyem-Assi,3.758789,11.447129,+237 691 983 227,bello@gmail.com,CSI avec vaccination,Oui,Non,Non,Oui,Oui,Fièvre jaune | Méningite | HPV | Rougeole | BCG | DTP,Non,Lun–Sam 08h00–17h00
VAC0181,Centre de Vaccination Nkoa,Yaoundé,Yaoundé VI,Mvog-Mbi,3.78499,11.497007,+237 654 113 086,nkoa@yahoo.fr,CSI avec vaccination,Oui,Oui,Oui,Oui,Oui,Tétanos | DTP | Polio | Hépatite B | COVID-19,Non,7j/7 — 08h00–20h00
VAC0182,Centre de Santé Maternelle et Infantile de PK8,Douala,Douala I,Youpwé,4.02181,9.725815,+237 651 697 504,santématernele@gmail.com,CSI avec vaccination,Oui,Oui,Oui,Oui,Oui,Hépatite B | HPV | Tétanos | Rougeole,Non,Lun–Ven 07h30–17h30
VAC0183,Centre de Santé Maternelle et Infantile de Mbanya,Douala,Douala II,Bonamoussadi,4.087437,9.670211,+237 679 978 481,santématernele@hotmail.com,CSI avec vaccination,Oui,Non,Oui,Non,Oui,Méningite | Rougeole | Hépatite B | Tétanos | DTP | COVID-19 | BCG | Fièvre jaune | Polio | HPV,Non,7j/7 — 08h00–20h00
VAC0184,Centre de Vaccination Tabi,Yaoundé,Yaoundé V,Mokolo,3.8198,11.594069,+237 654 126 517,tabi@yahoo.fr,PMI,Oui,Non,Oui,Non,Non,Tétanos | HPV | DTP | Polio | COVID-19 | Méningite | Hépatite B | Fièvre jaune | BCG | Rougeole,Non,Lun–Ven 07h30–17h30
VAC0185,Centre de Vaccination de Mvan,Yaoundé,Yaoundé VII,Mvan,3.882668,11.575723,+237 697 826 940,mvan@yahoo.fr,PMI,Oui,Oui,Oui,Non,Oui,HPV | Méningite | DTP | Tétanos,Non,Lun–Ven 07h30–17h30
VAC0186,Centre de Vaccination Manga,Douala,Douala III,Ndogpassi,4.012983,9.753148,+237 692 842 615,manga@hotmail.com,PMI,Oui,Oui,Non,Oui,Oui,COVID-19 | DTP | Méningite | Polio | HPV | Fièvre jaune,Non,Lun–Ven 08h00–18h00
VAC0187,PMI Saint-Marc,Yaoundé,Yaoundé III,Madagascar,3.933489,11.47218,+237 243 091 982,marc@gmail.com,PMI,Oui,Oui,Oui,Oui,Oui,BCG | Fièvre jaune | Tétanos | Méningite | Hépatite B | HPV | COVID-19,Oui,Lun–Ven 07h30–17h30
VAC0188,Centre de Santé Maternelle et Infantile de Essos,Yaoundé,Yaoundé III,Madagascar,3.843261,11.529308,+237 695 304 361,santématernele@gmail.com,CSI avec vaccination,Oui,Non,Non,Oui,Oui,Méningite | COVID-19 | Tétanos | Rougeole,Non,Lun–Dim 08h00–18h00
VAC0189,Centre de Vaccination de Kondengui,Yaoundé,Yaoundé VI,Mvog-Beti,3.867793,11.481011,+237 655 671 378,kondengui@sante.cm,CSI avec vaccination,Oui,Oui,Non,Oui,Oui,HPV | DTP | Rougeole | BCG | Polio | Fièvre jaune | Tétanos | Hépatite B | Méningite | COVID-19,Non,Lun–Sam 07h30–19h00
VAC0190,PMI de Madagascar,Yaoundé,Yaoundé IV,Nkol-Afeme,3.79342,11.522663,+237 243 772 162,madagascar@hotmail.com,Centre de vaccination,Oui,Oui,Oui,Oui,Oui,HPV | Hépatite B | DTP | BCG | COVID-19,Non,Lun–Ven 08h00–18h00
VAC0191,Centre de Vaccination Bien-être,Yaoundé,Yaoundé I,Odza,3.913403,11.508101,+237 699 201 352,bien-être@yahoo.fr,Centre de vaccination,Oui,Oui,Oui,Oui,Non,Fièvre jaune | COVID-19 | HPV | Polio | Tétanos | Hépatite B | DTP | BCG,Non,Lun–Ven 07h30–17h30
VAC0192,Centre de Vaccination de Ekounou,Yaoundé,Yaoundé V,Madagascar,3.754897,11.501811,+237 242 235 268,ekounou@gmail.com,CSI avec vaccination,Oui,Oui,Oui,Oui,Oui,Tétanos | DTP | Polio | Méningite | Rougeole | Hépatite B | BCG | HPV | Fièvre jaune,Non,Lun–Ven 07h30–17h30
VAC0193,Centre de Vaccination Ondoa,Yaoundé,Yaoundé IV,Santa Barbara,3.865484,11.488693,+237 695 608 555,ondoa@gmail.com,Centre de vaccination,Oui,Oui,Oui,Oui,Oui,Méningite | COVID-19 | Tétanos | Fièvre jaune | Hépatite B | HPV | DTP | BCG | Rougeole,Oui,Lun–Sam 08h30–18h30
VAC0194,Centre de Vaccination de Briqueterie,Yaoundé,Yaoundé V,Carrière,3.795293,11.409532,+237 233 018 074,briqueterie@hotmail.com,Centre de vaccination,Oui,Oui,Oui,Oui,Oui,BCG | Tétanos | Rougeole | DTP | Fièvre jaune | Polio,Non,Lun–Ven 07h30–17h30
VAC0195,Centre de Vaccination Biyiti,Yaoundé,Yaoundé V,Ahala,3.839417,11.405936,+237 698 418 933,biyiti@hotmail.com,PMI,Oui,Non,Oui,Oui,Oui,Hépatite B | HPV | Tétanos | COVID-19 | Fièvre jaune | DTP | Méningite | Rougeole,Non,7j/7 — 08h00–20h00
VAC0196,PMI Saint-Bruno,Yaoundé,Yaoundé IV,Nsam,3.863505,11.400116,+237 698 653 382,bruno@sante.cm,PMI,Oui,Oui,Oui,Oui,Oui,COVID-19 | Fièvre jaune | DTP | BCG | Tétanos | Polio | Hépatite B | Rougeole | Méningite | HPV,Oui,Lun–Sam 08h30–18h30
VAC0197,PMI de Mimboman,Yaoundé,Yaoundé V,Mimboman,3.913398,11.548201,+237 654 923 532,mimboman@gmail.com,Centre de vaccination,Oui,Non,Oui,Oui,Oui,BCG | Méningite | Fièvre jaune | DTP | Hépatite B | Tétanos | Polio | COVID-19,Non,Lun–Ven 07h30–17h30
VAC0198,Centre de Santé Maternelle et Infantile de Santa Barbara,Yaoundé,Yaoundé I,Simbock,3.851411,11.524018,+237 694 770 562,santématernele@yahoo.fr,CSI avec vaccination,Oui,Non,Oui,Oui,Oui,BCG | COVID-19 | Tétanos | Polio,Oui,Lun–Sam 07h30–19h00
VAC0199,Centre de Santé Maternelle et Infantile de Koumassi,Douala,Douala III,Koumassi,4.083142,9.71558,+237 691 158 215,santématernele@hotmail.com,Centre de vaccination,Oui,Oui,Non,Oui,Non,Hépatite B | BCG | Polio | DTP | Tétanos | Fièvre jaune | HPV | Rougeole,Non,Lun–Dim 08h00–18h00
VAC0200,Centre de Santé Maternelle et Infantile de Bonanjo,Douala,Douala V,Bonanjo,4.123349,9.694664,+237 698 752 364,santématernele@yahoo.fr,CSI avec vaccination,Oui,Oui,Oui,Oui,Oui,Polio | Hépatite B | BCG | Méningite | DTP | HPV,Oui,Lun–Sam 07h30–19h00
VAC0201,Centre de Vaccination de Bali,Douala,Douala I,Soboum,4.121874,9.694017,+237 653 133 502,bali@sante.cm,CSI avec vaccination,Oui,Non,Oui,Oui,Oui,Rougeole | HPV | Tétanos | Fièvre jaune,Oui,Lun–Sam 08h00–17h00
VAC0202,PMI de Mokolo,Yaoundé,Yaoundé VII,Émana,3.875692,11.587104,+237 677 894 482,mokolo@hotmail.com,PMI,Oui,Oui,Oui,Oui,Oui,HPV | Rougeole | Hépatite B | Polio,Oui,Lun–Sam 07h30–19h00
VAC0203,Centre de Vaccination Progrès,Douala,Douala V,Bessengue,4.102659,9.752613,+237 677 622 235,progrès@sante.cm,Centre de vaccination,Oui,Oui,Oui,Oui,Oui,Hépatite B | Méningite | HPV | COVID-19,Non,Lun–Sam 08h30–18h30
VAC0204,Centre de Vaccination Zang,Yaoundé,Yaoundé II,Melen,3.876743,11.473462,+237 691 959 061,zang@sante.cm,CSI avec vaccination,Oui,Oui,Oui,Oui,Oui,DTP | Polio | Tétanos | Hépatite B | Méningite | Rougeole,Oui,Lun–Ven 08h00–18h00
VAC0205,Centre de Vaccination Grâce,Yaoundé,Yaoundé IV,Madagascar,3.777522,11.561706,+237 690 721 805,grâce@hotmail.com,CSI avec vaccination,Oui,Oui,Non,Oui,Non,Fièvre jaune | Rougeole | BCG | Hépatite B | HPV | Polio,Non,Lun–Dim 08h00–18h00
VAC0206,Centre de Santé Maternelle et Infantile de Akwa,Douala,Douala I,Bonapriso,4.03353,9.778515,+237 654 016 488,santématernele@gmail.com,CSI avec vaccination,Oui,Oui,Oui,Oui,Oui,Rougeole | Tétanos | HPV | BCG,Non,Lun–Ven 07h30–17h30
VAC0207,Centre de Vaccination Moussa,Yaoundé,Yaoundé III,Efoulan,3.872603,11.537343,+237 651 016 166,moussa@gmail.com,PMI,Oui,Non,Oui,Oui,Oui,Méningite | Polio | Tétanos | Fièvre jaune | COVID-19 | Hépatite B | Rougeole,Non,Lun–Dim 08h00–18h00
VAC0208,Centre de Vaccination Bello,Douala,Douala IV,PK14,4.035299,9.703456,+237 697 809 040,bello@yahoo.fr,PMI,Oui,Oui,Oui,Oui,Oui,COVID-19 | Rougeole | Polio | DTP | HPV | Tétanos | BCG | Fièvre jaune | Méningite,Non,7j/7 — 08h00–20h00
VAC0209,Centre de Vaccination de Nsam,Yaoundé,Yaoundé I,Nsam,3.812939,11.599984,+237 652 894 080,nsam@sante.cm,PMI,Oui,Oui,Oui,Oui,Oui,COVID-19 | Fièvre jaune | Hépatite B | HPV | Méningite | Rougeole,Non,Lun–Sam 08h00–17h00
VAC0210,PMI Saint-Claire,Douala,Douala IV,PK17,4.092581,9.708541,+237 678 344 527,claire@hotmail.com,CSI avec vaccination,Oui,Non,Oui,Oui,Oui,HPV | Polio | Rougeole | Fièvre jaune | Méningite,Non,Lun–Sam 07h30–19h00
VAC0211,PMI de Ndokoti,Douala,Douala IV,Koumassi,4.044833,9.737666,+237 693 450 025,ndokoti@yahoo.fr,PMI,Oui,Oui,Oui,Oui,Oui,Tétanos | COVID-19 | HPV | Hépatite B | DTP | Polio | Méningite,Non,Lun–Sam 08h30–18h30
VAC0212,PMI de Nkoldongo,Yaoundé,Yaoundé I,Nkoldongo,3.80531,11.548374,+237 242 954 403,nkoldongo@yahoo.fr,CSI avec vaccination,Oui,Oui,Oui,Oui,Oui,Tétanos | BCG | Rougeole | Hépatite B | Fièvre jaune | Polio,Non,Lun–Sam 07h00–20h00
VAC0213,PMI de Santa Barbara,Yaoundé,Yaoundé V,Santa Barbara,3.913306,11.504238,+237 652 203 014,santabarbara@yahoo.fr,Centre de vaccination,Oui,Oui,Non,Oui,Oui,Fièvre jaune | BCG | HPV | Rougeole | Hépatite B | Tétanos | Méningite | Polio,Non,Lun–Sam 07h00–20h00
VAC0214,Centre de Vaccination de Mvog-Atangana,Yaoundé,Yaoundé VII,Nkol-Afeme,3.925553,11.517109,+237 695 901 068,mvog-atangana@yahoo.fr,Centre de vaccination,Oui,Non,Oui,Non,Non,Fièvre jaune | Hépatite B | DTP | Méningite | COVID-19 | Rougeole,Oui,Lun–Sam 07h00–20h00
VAC0215,PMI de Akwa,Douala,Douala I,Akwa,4.111459,9.728769,+237 693 254 354,akwa@yahoo.fr,PMI,Oui,Oui,Oui,Oui,Oui,COVID-19 | Méningite | Tétanos | BCG | Hépatite B,Non,Lun–Ven 07h30–17h30
VAC0216,Centre de Vaccination de Mbanya,Douala,Douala II,Logbessou,4.106876,9.778812,+237 655 588 460,mbanya@sante.cm,CSI avec vaccination,Oui,Non,Oui,Non,Oui,BCG | Fièvre jaune | Polio | Méningite | HPV,Non,7j/7 — 08h00–20h00
VAC0217,Centre de Santé Maternelle et Infantile de Bonapriso,Douala,Douala V,Bangue,3.978239,9.657335,+237 651 015 324,santématernele@gmail.com,CSI avec vaccination,Oui,Oui,Oui,Non,Oui,DTP | Tétanos | HPV | Méningite | BCG | Rougeole,Oui,Lun–Ven 08h00–18h00
VAC0218,PMI de Émana,Yaoundé,Yaoundé III,Mvan,3.952585,11.516684,+237 654 225 457,émana@gmail.com,Centre de vaccination,Oui,Oui,Non,Oui,Oui,COVID-19 | DTP | Hépatite B | Fièvre jaune | HPV | Tétanos | Rougeole | Méningite | BCG | Polio,Oui,Lun–Ven 08h00–18h00
VAC0219,Centre de Santé Maternelle et Infantile de Ndogpassi,Douala,Douala II,Nyalla,4.037035,9.726819,+237 243 554 887,santématernele@yahoo.fr,PMI,Oui,Oui,Non,Oui,Non,Rougeole | Méningite | BCG | Hépatite B,Non,Lun–Sam 08h30–18h30
VAC0220,Centre de Santé Maternelle et Infantile de Ngoa-Ekélé,Yaoundé,Yaoundé II,Melen,3.876678,11.58411,+237 233 932 712,santématernele@gmail.com,CSI avec vaccination,Oui,Oui,Oui,Oui,Oui,BCG | Tétanos | Polio | Méningite | HPV | DTP | COVID-19 | Rougeole,Oui,Lun–Dim 08h00–18h00
VAC0221,Centre de Vaccination Ndjock,Yaoundé,Yaoundé V,Nsam,3.926713,11.444991,+237 692 878 204,ndjock@yahoo.fr,PMI,Oui,Oui,Oui,Oui,Oui,Polio | Tétanos | COVID-19 | HPV | Fièvre jaune | DTP | Rougeole | Hépatite B | Méningite | BCG,Oui,Lun–Ven 07h30–17h30
VAC0222,PMI de Japoma,Douala,Douala V,Bonaberi,4.063839,9.789944,+237 698 980 106,japoma@yahoo.fr,PMI,Oui,Oui,Non,Non,Oui,Fièvre jaune | Tétanos | Méningite | Polio | DTP,Non,Lun–Sam 07h30–19h00
VAC0223,PMI Saint-Augustin,Douala,Douala II,Nzeng-Ayong,4.049702,9.762708,+237 699 746 227,augustin@sante.cm,CSI avec vaccination,Oui,Non,Oui,Oui,Oui,Rougeole | Méningite | DTP | Hépatite B | BCG | Tétanos | Fièvre jaune | HPV | Polio,Non,Lun–Sam 07h00–20h00
VAC0224,Centre de Vaccination de Bepanda,Douala,Douala II,Bepanda,4.092538,9.70017,+237 677 294 120,bepanda@hotmail.com,CSI avec vaccination,Oui,Non,Oui,Non,Oui,Tétanos | Fièvre jaune | DTP | Rougeole | HPV | BCG | Méningite | COVID-19 | Hépatite B | Polio,Non,Lun–Ven 07h30–17h30
VAC0225,Centre de Vaccination de Bessengue,Douala,Douala VI,Bessengue,4.0067,9.752363,+237 650 537 832,bessengue@hotmail.com,PMI,Oui,Non,Oui,Oui,Non,Hépatite B | Tétanos | Fièvre jaune | HPV | Rougeole | DTP | Méningite | Polio | COVID-19 | BCG,Non,Lun–Ven 07h30–17h30
VAC0226,Centre de Vaccination de Sodiko,Douala,Douala IV,Nyalla,4.11395,9.654521,+237 243 347 793,sodiko@yahoo.fr,Centre de vaccination,Oui,Oui,Non,Non,Non,Méningite | Hépatite B | Fièvre jaune | Polio | Tétanos | COVID-19 | Rougeole | BCG | DTP | HPV,Oui,Lun–Sam 08h30–18h30
VAC0227,Centre de Santé Maternelle et Infantile de Logbessou,Douala,Douala V,Logbessou,4.059419,9.633859,+237 242 490 602,santématernele@sante.cm,PMI,Oui,Oui,Oui,Oui,Oui,Hépatite B | BCG | Tétanos | Polio | Rougeole | Fièvre jaune | DTP | HPV | COVID-19 | Méningite,Oui,Lun–Ven 08h00–18h00
VAC0228,PMI de Messa,Yaoundé,Yaoundé IV,Cité Verte,3.833733,11.560394,+237 677 725 079,messa@hotmail.com,Centre de vaccination,Oui,Oui,Oui,Non,Oui,HPV | DTP | Méningite | COVID-19 | Fièvre jaune | Hépatite B | Tétanos | BCG | Polio,Non,Lun–Ven 08h00–18h00
VAC0229,PMI de PK17,Douala,Douala III,Ndokoti,4.119939,9.666281,+237 651 633 813,pk17@sante.cm,PMI,Oui,Oui,Oui,Non,Oui,Hépatite B | Rougeole | Polio | Méningite,Oui,7j/7 — 08h00–20h00
VAC0230,Centre de Santé Maternelle et Infantile de Deido,Douala,Douala IV,Deido,4.132072,9.742064,+237 677 429 787,santématernele@hotmail.com,PMI,Oui,Oui,Oui,Non,Oui,Rougeole | Fièvre jaune | BCG | COVID-19 | Tétanos | Méningite | DTP | Polio,Non,7j/7 — 08h00–20h00
VAC0231,Centre de Vaccination Mbarga,Yaoundé,Yaoundé VII,Nsam,3.780083,11.53789,+237 693 794 289,mbarga@hotmail.com,PMI,Oui,Oui,Oui,Non,Oui,BCG | COVID-19 | Fièvre jaune | Polio,Non,Lun–Sam 07h00–20h00
VAC0232,PMI de Ekounou,Yaoundé,Yaoundé VII,Ekounou,3.781873,11.493276,+237 654 892 880,ekounou@yahoo.fr,PMI,Oui,Non,Oui,Oui,Oui,Hépatite B | Polio | HPV | COVID-19 | Rougeole | Méningite | DTP | Fièvre jaune | Tétanos,Non,Lun–Ven 08h00–18h00
VAC0233,PMI de Bonapriso,Douala,Douala VI,Deido,4.046656,9.76432,+237 696 381 141,bonapriso@yahoo.fr,PMI,Oui,Oui,Oui,Oui,Non,Hépatite B | Polio | Tétanos | DTP | Méningite | Rougeole | Fièvre jaune | BCG,Non,Lun–Sam 08h30–18h30
VAC0234,Centre de Vaccination de Nlongkak,Yaoundé,Yaoundé III,Nlongkak,3.789727,11.550308,+237 692 942 329,nlongkak@yahoo.fr,Centre de vaccination,Oui,Oui,Oui,Oui,Oui,BCG | HPV | Hépatite B | Rougeole | COVID-19 | Fièvre jaune | Méningite,Non,Lun–Dim 08h00–18h00
VAC0235,Centre de Santé Maternelle et Infantile de Cité Verte,Yaoundé,Yaoundé VII,Obili,3.75523,11.529027,+237 699 080 360,santématernele@gmail.com,Centre de vaccination,Oui,Non,Non,Non,Oui,COVID-19 | Fièvre jaune | Rougeole | BCG | Tétanos | Polio | HPV | Hépatite B | Méningite | DTP,Non,7j/7 — 08h00–20h00
VAC0236,Centre de Vaccination Espoir,Yaoundé,Yaoundé II,Nlongkak,3.828141,11.475761,+237 678 851 265,espoir@gmail.com,PMI,Oui,Oui,Oui,Oui,Oui,Fièvre jaune | Polio | Hépatite B | COVID-19 | BCG,Non,Lun–Ven 07h30–17h30
VAC0237,Centre de Vaccination de Boko,Douala,Douala V,PK12,4.097167,9.648201,+237 693 322 129,boko@yahoo.fr,Centre de vaccination,Oui,Oui,Oui,Oui,Oui,HPV | Rougeole | Méningite | COVID-19 | Fièvre jaune | Hépatite B | DTP | BCG | Polio,Oui,Lun–Sam 08h00–17h00
VAC0238,PMI de Nsam,Yaoundé,Yaoundé VII,Biyem-Assi,3.834367,11.42214,+237 677 671 668,nsam@hotmail.com,PMI,Oui,Non,Oui,Non,Oui,Rougeole | HPV | DTP | COVID-19 | Polio,Non,Lun–Sam 07h00–20h00
VAC0239,PMI Saint-André,Douala,Douala VI,Ndogpassi,4.060149,9.647675,+237 242 374 270,andré@gmail.com,Centre de vaccination,Oui,Oui,Oui,Oui,Oui,Méningite | DTP | Polio | Fièvre jaune,Oui,7j/7 — 08h00–20h00
VAC0240,Centre de Vaccination Lumière,Yaoundé,Yaoundé III,Odza,3.808964,11.557234,+237 222 429 783,lumière@gmail.com,CSI avec vaccination,Oui,Oui,Oui,Oui,Oui,COVID-19 | Hépatite B | HPV | Polio | Rougeole | DTP | Méningite | Fièvre jaune,Oui,Lun–Ven 08h00–18h00
VAC0241,PMI de Mvog-Mbi,Yaoundé,Yaoundé III,Mvog-Mbi,3.756375,11.486238,+237 654 973 297,mvog-mbi@gmail.com,Centre de vaccination,Oui,Oui,Oui,Non,Oui,Tétanos | Rougeole | Polio | Fièvre jaune | DTP,Oui,Lun–Sam 08h00–17h00
VAC0242,Centre de Vaccination de Makepe,Douala,Douala V,Ndog-Passi III,4.081829,9.632384,+237 677 405 100,makepe@yahoo.fr,PMI,Oui,Non,Oui,Oui,Oui,COVID-19 | Fièvre jaune | Tétanos | Méningite | BCG | Rougeole | Hépatite B,Non,Lun–Dim 08h00–18h00
VAC0243,PMI de Efoulan,Yaoundé,Yaoundé VI,Efoulan,3.910624,11.515087,+237 691 001 011,efoulan@gmail.com,CSI avec vaccination,Oui,Non,Oui,Oui,Oui,COVID-19 | DTP | Fièvre jaune | HPV | Hépatite B | Tétanos,Oui,Lun–Sam 08h30–18h30
VAC0244,Centre de Santé Maternelle et Infantile de Émana,Yaoundé,Yaoundé IV,Émana,3.787433,11.505973,+237 696 520 036,santématernele@sante.cm,Centre de vaccination,Oui,Non,Oui,Oui,Oui,COVID-19 | BCG | Hépatite B | Tétanos | HPV | Méningite | Fièvre jaune,Non,7j/7 — 08h00–20h00
VAC0245,PMI de Briqueterie,Yaoundé,Yaoundé IV,Briqueterie,3.939534,11.55638,+237 652 229 074,briqueterie@gmail.com,Centre de vaccination,Oui,Oui,Oui,Oui,Oui,Hépatite B | BCG | HPV | Rougeole | COVID-19 | DTP | Tétanos | Polio,Non,Lun–Sam 07h00–20h00
VAC0246,Centre de Santé Maternelle et Infantile de Sodiko,Douala,Douala III,Sodiko,4.138745,9.71689,+237 694 039 398,santématernele@hotmail.com,CSI avec vaccination,Oui,Oui,Oui,Non,Oui,HPV | DTP | COVID-19 | Tétanos | BCG | Rougeole | Méningite,Non,Lun–Ven 07h30–17h30
VAC0247,PMI de Bonaberi,Douala,Douala IV,Village,4.020003,9.650852,+237 694 131 991,bonaberi@gmail.com,PMI,Oui,Oui,Oui,Oui,Oui,Rougeole | Polio | DTP | BCG | COVID-19 | Hépatite B | Méningite,Non,Lun–Sam 07h00–20h00
VAC0248,Centre de Vaccination Fotso,Yaoundé,Yaoundé V,Ngousso,3.85636,11.529463,+237 652 257 044,fotso@yahoo.fr,PMI,Oui,Non,Non,Non,Oui,COVID-19 | Méningite | Polio | BCG | Fièvre jaune | Hépatite B | DTP | Tétanos,Non,7j/7 — 08h00–20h00
VAC0249,Centre de Vaccination Nguele,Yaoundé,Yaoundé I,Nkoabang,3.935305,11.474326,+237 242 985 860,nguele@hotmail.com,PMI,Oui,Oui,Non,Oui,Oui,HPV | DTP | Méningite | BCG | Rougeole | COVID-19 | Hépatite B | Polio | Tétanos,Non,Lun–Ven 08h00–18h00
VAC0250,Centre de Vaccination de Olembe,Yaoundé,Yaoundé VII,Mvog-Beti,3.816096,11.602537,+237 222 374 455,olembe@hotmail.com,PMI,Oui,Non,Non,Oui,Oui,DTP | Méningite | Rougeole | Tétanos | HPV | Polio | Hépatite B,Non,Lun–Ven 07h30–17h30
VAC0251,PMI de Village,Douala,Douala I,Village,4.0127,9.698374,+237 678 308 749,village@gmail.com,Centre de vaccination,Oui,Non,Non,Oui,Oui,Méningite | Rougeole | HPV | Tétanos | Hépatite B | BCG | Polio | DTP,Non,Lun–Sam 08h30–18h30
VAC0252,Centre de Santé Maternelle et Infantile de PK12,Douala,Douala II,Bonanjo,3.968035,9.680828,+237 697 255 499,santématernele@yahoo.fr,CSI avec vaccination,Oui,Oui,Oui,Oui,Oui,Hépatite B | Fièvre jaune | Rougeole | Méningite,Oui,7j/7 — 08h00–20h00
VAC0253,Centre de Vaccination Mvogo,Douala,Douala II,Koumassi,4.072394,9.654489,+237 653 201 291,mvogo@hotmail.com,CSI avec vaccination,Oui,Oui,Oui,Non,Oui,Rougeole | Fièvre jaune | BCG | COVID-19 | Méningite,Non,Lun–Sam 08h00–17h00
VAC0254,Centre de Vaccination Assamba,Douala,Douala VI,Bonamoussadi,4.089899,9.721819,+237 242 544 691,assamba@yahoo.fr,PMI,Oui,Oui,Oui,Non,Oui,HPV | Fièvre jaune | COVID-19 | Tétanos | Rougeole | Polio | DTP | Hépatite B | BCG | Méningite,Non,Lun–Dim 08h00–18h00
VAC0255,Centre de Vaccination Alliance,Yaoundé,Yaoundé III,Étoa-Meki,3.876292,11.600814,+237 651 494 765,alliance@sante.cm,Centre de vaccination,Oui,Oui,Oui,Oui,Non,Tétanos | Rougeole | Polio | DTP | Méningite | HPV,Non,Lun–Sam 08h00–17h00
VAC0256,PMI de Kotto,Douala,Douala VI,Kotto,4.022723,9.740621,+237 242 676 214,kotto@gmail.com,CSI avec vaccination,Oui,Oui,Oui,Non,Oui,BCG | Rougeole | COVID-19 | Polio | Fièvre jaune | HPV,Non,Lun–Sam 08h30–18h30
VAC0257,Centre de Vaccination de Youpwé,Douala,Douala II,Bonanjo,4.090396,9.64701,+237 654 049 890,youpwé@yahoo.fr,PMI,Oui,Non,Oui,Oui,Oui,Polio | HPV | COVID-19 | Tétanos,Non,Lun–Dim 08h00–18h00
VAC0258,PMI Saint-Marie,Yaoundé,Yaoundé V,Messa,3.809721,11.558926,+237 242 997 068,marie@gmail.com,CSI avec vaccination,Oui,Oui,Non,Oui,Oui,Hépatite B | HPV | Méningite | Fièvre jaune | COVID-19 | Rougeole | Tétanos | DTP | BCG | Polio,Non,Lun–Sam 08h30–18h30
VAC0259,Centre de Vaccination de Boko,Douala,Douala III,PK17,4.01566,9.695241,+237 698 248 137,boko@yahoo.fr,Centre de vaccination,Oui,Oui,Oui,Oui,Non,COVID-19 | Hépatite B | DTP | HPV | Polio | Fièvre jaune | BCG,Non,Lun–Sam 07h30–19h00
VAC0260,Centre de Vaccination Kamga,Yaoundé,Yaoundé IV,Ngoa-Ekélé,3.912877,11.54533,+237 690 159 434,kamga@sante.cm,CSI avec vaccination,Oui,Oui,Non,Oui,Non,Rougeole | BCG | Fièvre jaune | Tétanos | Méningite | DTP,Non,Lun–Sam 07h00–20h00
VAC0261,Centre de Vaccination de Ndog-Bong,Douala,Douala V,Ndog-Bong,3.977939,9.709909,+237 651 975 778,ndog-bong@hotmail.com,CSI avec vaccination,Oui,Oui,Oui,Non,Oui,BCG | Fièvre jaune | Hépatite B | Tétanos | DTP | Méningite | Polio | HPV | COVID-19 | Rougeole,Oui,Lun–Sam 07h00–20h00
VAC0262,Centre de Vaccination de Youpwé,Douala,Douala I,Makepe,4.007117,9.682664,+237 652 806 921,youpwé@gmail.com,Centre de vaccination,Oui,Oui,Non,Oui,Oui,Rougeole | Méningite | Polio | Hépatite B | DTP | BCG | HPV | Fièvre jaune | Tétanos,Non,Lun–Sam 08h30–18h30
VAC0263,PMI de Ngousso,Yaoundé,Yaoundé IV,Nkol-Eton,3.947812,11.520634,+237 233 248 216,ngousso@sante.cm,PMI,Oui,Oui,Oui,Non,Oui,HPV | BCG | Fièvre jaune | Polio,Non,Lun–Sam 08h30–18h30
VAC0264,Centre de Santé Maternelle et Infantile de Nkolbisson,Yaoundé,Yaoundé IV,Nkolbisson,3.94145,11.548549,+237 233 238 161,santématernele@yahoo.fr,CSI avec vaccination,Oui,Non,Oui,Oui,Non,Polio | COVID-19 | Rougeole | HPV | Fièvre jaune | Tétanos | Méningite | BCG | Hépatite B,Oui,Lun–Sam 07h00–20h00
VAC0265,Centre de Vaccination Tchoupo,Douala,Douala IV,Japoma,3.98475,9.725257,+237 655 429 744,tchoupo@hotmail.com,Centre de vaccination,Oui,Oui,Oui,Oui,Oui,BCG | DTP | Fièvre jaune | COVID-19 | Hépatite B | Rougeole | Tétanos | Polio | Méningite | HPV,Oui,Lun–Sam 08h00–17h00
VAC0266,Centre de Vaccination de Ndogbong,Douala,Douala V,Nzeng-Ayong,4.122591,9.714641,+237 651 324 281,ndogbong@yahoo.fr,Centre de vaccination,Oui,Oui,Oui,Oui,Non,Méningite | DTP | HPV | Rougeole | Polio | Hépatite B | BCG | Fièvre jaune | Tétanos | COVID-19,Oui,Lun–Dim 08h00–18h00
VAC0267,PMI de Cité Verte,Yaoundé,Yaoundé I,Biyem-Assi,3.761298,11.51664,+237 655 785 328,citéverte@gmail.com,Centre de vaccination,Oui,Non,Oui,Oui,Oui,COVID-19 | Fièvre jaune | Tétanos | Hépatite B,Oui,Lun–Ven 08h00–18h00
