id,nom,ville,arrondissement,quartier,latitude,longitude,telephone,email,kinesitherapie,reeducation_post_op,reeducation_neurologique,reeducation_pediatrique,osteopathie,appareillage_orthopedique,seances_domicile,horaires
KIN0246,Cabinet de Kinésithérapie Luc,Douala,Douala II,Nyalla,4.065278,9.657242,+237 653 348 435,luc@gmail.com,Oui,Oui,Oui,Non,Non,Non,Oui,Lun–Sam 07h00–20h00
KIN0247,Cabinet de Kinésithérapie Claire,Yaoundé,Yaoundé III,Nkol-Eton,3.894991,11.461968,+237 697 984 014,claire@gmail.com,Oui,Non,Non,Non,Non,Non,Non,7j/7 — 08h00–20h00
KIN0248,Centre de Rééducation Saint-Anne,Yaoundé,Yaoundé VII,Efoulan,3.851435,11.572783,+237 233 090 601,anne@gmail.com,Oui,Oui,Non,Non,Non,Oui,Oui,7j/7 — 08h00–20h00
KIN0249,Cabinet de Kinésithérapie Cyprien,Yaoundé,Yaoundé V,Étoa-Meki,3.839138,11.537279,+237 652 204 858,cyprien@yahoo.fr,Oui,Oui,Non,Oui,Non,Non,Non,Lun–Dim 08h00–18h00
KIN0250,Cabinet de Kinésithérapie Thérèse,Douala,Douala III,Ndogpassi,4.006448,9.676417,+237 654 698 816,thérèse@hotmail.com,Oui,Non,Non,Oui,Non,Non,Non,Lun–Ven 07h30–17h30
KIN0251,Cabinet de Kinésithérapie Élisabeth,Yaoundé,Yaoundé III,Obili,3.921142,11.506297,+237 694 562 884,élisabeth@gmail.com,Oui,Oui,Non,Oui,Oui,Non,Non,Lun–Sam 08h00–17h00
KIN0252,Physiothérapie Mvé,Yaoundé,Yaoundé III,Santa Barbara,3.882878,11.52036,+237 699 169 855,physiothérapie@kine.cm,Oui,Oui,Non,Oui,Non,Non,Non,Lun–Sam 08h30–18h30
KIN0253,Centre de Rééducation Saint-Jean,Douala,Douala IV,PK8,4.025162,9.791381,+237 678 239 079,jean@kine.cm,Oui,Oui,Non,Non,Non,Non,Oui,Lun–Ven 07h30–17h30
KIN0254,Centre de Kinésithérapie de Ndogbong,Douala,Douala V,PK12,3.995165,9.775993,+237 695 535 115,ndogbong@gmail.com,Oui,Oui,Non,Oui,Non,Oui,Non,Lun–Dim 08h00–18h00
KIN0255,Centre de Rééducation Espoir,Yaoundé,Yaoundé VII,Efoulan,3.814925,11.533372,+237 652 249 394,espoir@yahoo.fr,Oui,Oui,Oui,Non,Non,Non,Oui,Lun–Sam 07h00–20h00
KIN0256,Cabinet de Kinésithérapie Michel,Yaoundé,Yaoundé III,Mimboman,3.919091,11.490268,+237 677 737 976,michel@gmail.com,Oui,Non,Oui,Oui,Oui,Non,Non,Lun–Sam 08h00–17h00
KIN0257,Centre de Rééducation Saint-Étienne,Yaoundé,Yaoundé VII,Nkoldongo,3.810644,11.506402,+237 654 879 584,étienne@gmail.com,Oui,Non,Non,Non,Non,Non,Non,Lun–Sam 08h00–17h00
KIN0258,Physiothérapie Zang,Yaoundé,Yaoundé V,Carrière,3.803291,11.591824,+237 698 932 835,physiothérapie@gmail.com,Oui,Oui,Oui,Non,Non,Oui,Oui,Lun–Ven 07h30–17h30
KIN0259,Physiothérapie Bikié,Yaoundé,Yaoundé I,Nlongkak,3.85791,11.417291,+237 652 896 745,physiothérapie@hotmail.com,Oui,Non,Oui,Non,Oui,Oui,Oui,Lun–Sam 08h00–17h00
KIN0260,Centre de Rééducation Confiance,Douala,Douala I,Kotto,4.053695,9.762691,+237 697 381 884,confiance@hotmail.com,Oui,Non,Non,Non,Non,Non,Non,Lun–Sam 07h30–19h00
KIN0261,Cabinet de Kinésithérapie François,Douala,Douala V,Ndogbong,3.983994,9.676003,+237 222 316 007,françois@yahoo.fr,Oui,Non,Non,Non,Oui,Non,Non,Lun–Sam 07h30–19h00
KIN0262,Centre de Rééducation Saint-Bruno,Yaoundé,Yaoundé VII,Mvog-Ada,3.890537,11.482665,+237 690 133 201,bruno@yahoo.fr,Oui,Oui,Non,Oui,Oui,Non,Oui,7j/7 — 08h00–20h00
KIN0263,Centre de Kinésithérapie de Odza,Yaoundé,Yaoundé VI,Essos,3.798452,11.411895,+237 698 134 496,odza@yahoo.fr,Oui,Oui,Non,Oui,Oui,Non,Non,Lun–Dim 08h00–18h00
KIN0264,Physiothérapie Ndjock,Yaoundé,Yaoundé VI,Nkol-Eton,3.905495,11.523283,+237 692 079 091,physiothérapie@gmail.com,Oui,Oui,Non,Oui,Non,Oui,Oui,Lun–Sam 07h00–20h00
KIN0265,Cabinet de Kinésithérapie Paul,Yaoundé,Yaoundé II,Messa,3.801355,11.554907,+237 652 653 382,paul@hotmail.com,Oui,Non,Non,Oui,Non,Non,Oui,Lun–Sam 08h00–17h00
KIN0266,Cabinet Kiné Ngoa,Yaoundé,Yaoundé III,Mvan,3.948798,11.477655,+237 651 195 995,kinéngoa@kine.cm,Oui,Oui,Non,Non,Non,Non,Non,Lun–Ven 07h30–17h30
KIN0267,Cabinet de Kinésithérapie Dominique,Yaoundé,Yaoundé VII,Tsinga,3.821887,11.447148,+237 696 252 449,dominique@yahoo.fr,Oui,Oui,Non,Non,Non,Non,Non,Lun–Ven 07h30–17h30
KIN0268,Physiothérapie Biyiti,Douala,Douala III,Village,4.079769,9.644964,+237 698 457 790,physiothérapie@kine.cm,Oui,Non,Non,Oui,Non,Non,Oui,Lun–Dim 08h00–18h00
KIN0269,Cabinet de Kinésithérapie Raphaël,Douala,Douala IV,Nkongmondo,4.073428,9.64192,+237 696 106 242,raphaël@gmail.com,Oui,Oui,Oui,Non,Non,Non,Oui,Lun–Ven 07h30–17h30
KIN0270,Centre de Kinésithérapie de Étoa-Meki,Yaoundé,Yaoundé IV,Mvog-Mbi,3.857434,11.581775,+237 695 066 796,étoa-meki@kine.cm,Oui,Oui,Non,Non,Non,Non,Non,7j/7 — 08h00–20h00
KIN0271,Cabinet de Kinésithérapie Louis,Yaoundé,Yaoundé VI,Essos,3.944261,11.529563,+237 698 670 766,louis@hotmail.com,Oui,Non,Non,Non,Non,Non,Non,Lun–Dim 08h00–18h00
KIN0272,Centre de Kinésithérapie de Nsam,Yaoundé,Yaoundé II,Nsam,3.792628,11.579815,+237 692 452 884,nsam@yahoo.fr,Oui,Oui,Non,Non,Oui,Non,Oui,Lun–Sam 07h30–19h00
KIN0273,Cabinet Kiné Zang,Yaoundé,Yaoundé V,Biyem-Assi,3.801099,11.519474,+237 694 295 819,kinézang@yahoo.fr,Oui,Non,Oui,Non,Non,Non,Oui,Lun–Sam 07h30–19h00
KIN0274,Centre de Kinésithérapie de New Bell,Douala,Douala I,Ndogbong,4.026638,9.71354,+237 243 335 583,newbell@kine.cm,Oui,Non,Non,Non,Oui,Non,Non,Lun–Sam 07h00–20h00
KIN0275,Centre de Kinésithérapie de Briqueterie,Yaoundé,Yaoundé II,Briqueterie,3.898592,11.59406,+237 655 120 100,briqueterie@gmail.com,Oui,Non,Non,Non,Non,Non,Oui,Lun–Ven 07h30–17h30
KIN0276,Cabinet Kiné Abega,Douala,Douala V,Village,4.096423,9.653748,+237 691 066 933,kinéabega@gmail.com,Oui,Oui,Oui,Non,Non,Non,Non,Lun–Ven 07h30–17h30
KIN0277,Cabinet Kiné Assamba,Yaoundé,Yaoundé II,Mvog-Mbi,3.75742,11.462784,+237 677 929 848,kinéassamba@kine.cm,Oui,Non,Non,Oui,Non,Non,Non,Lun–Sam 08h30–18h30
KIN0278,Centre de Rééducation Saint-Jeanne,Douala,Douala IV,Bonapriso,4.052627,9.783688,+237 652 897 947,jeanne@gmail.com,Oui,Non,Oui,Non,Non,Non,Oui,Lun–Sam 07h00–20h00
KIN0279,Centre de Rééducation Secours,Yaoundé,Yaoundé V,Kondengui,3.817919,11.400911,+237 698 897 237,secours@kine.cm,Oui,Non,Oui,Non,Non,Non,Oui,Lun–Sam 07h00–20h00
KIN0280,Physiothérapie Mbassi,Douala,Douala I,Youpwé,4.128059,9.737731,+237 695 883 545,physiothérapie@yahoo.fr,Oui,Oui,Oui,Non,Non,Non,Oui,7j/7 — 08h00–20h00
KIN0281,Centre de Rééducation Lumière,Yaoundé,Yaoundé V,Nkol-Afeme,3.874253,11.470571,+237 222 019 554,lumière@gmail.com,Oui,Oui,Oui,Non,Non,Non,Oui,Lun–Sam 08h00–17h00
KIN0282,Cabinet Kiné Manga,Douala,Douala I,Bassa,4.105029,9.770763,+237 652 997 377,kinémanga@yahoo.fr,Oui,Oui,Oui,Oui,Oui,Non,Non,Lun–Dim 08h00–18h00
KIN0283,Centre de Kinésithérapie de Makepe,Douala,Douala II,Makepe,4.044654,9.739396,+237 650 970 181,makepe@kine.cm,Oui,Oui,Oui,Non,Non,Non,Oui,7j/7 — 08h00–20h00
KIN0284,Centre de Rééducation Saint-Claire,Yaoundé,Yaoundé II,Bastos,3.853565,11.471859,+237 698 412 624,claire@kine.cm,Oui,Oui,Non,Non,Non,Non,Non,Lun–Sam 08h30–18h30
KIN0285,Centre de Rééducation Saint-André,Douala,Douala V,Bangue,3.979151,9.660571,+237 692 785 723,andré@hotmail.com,Oui,Oui,Non,Oui,Non,Non,Oui,Lun–Ven 08h00–18h00
KIN0286,Centre de Kinésithérapie de PK14,Douala,Douala III,Bonaloka,4.000513,9.72504,+237 698 566 590,pk14@hotmail.com,Oui,Oui,Oui,Oui,Oui,Oui,Non,Lun–Ven 07h30–17h30
KIN0287,Cabinet de Kinésithérapie Thérèse,Douala,Douala VI,PK8,4.055573,9.749581,+237 693 368 661,thérèse@hotmail.com,Oui,Oui,Oui,Oui,Oui,Non,Non,Lun–Sam 08h00–17h00
KIN0288,Centre de Rééducation Vie,Douala,Douala III,Ndogbong,4.069484,9.664178,+237 242 956 120,vie@kine.cm,Oui,Oui,Non,Non,Non,Non,Non,7j/7 — 08h00–20h00
KIN0289,Cabinet de Kinésithérapie Monique,Douala,Douala V,Village,4.094267,9.739186,+237 678 467 122,monique@kine.cm,Oui,Oui,Non,Non,Oui,Non,Non,Lun–Ven 07h30–17h30
KIN0290,Physiothérapie Ndoumbe,Douala,Douala II,PK14,4.129261,9.682273,+237 699 553 668,physiothérapie@gmail.com,Oui,Oui,Non,Non,Non,Non,Oui,Lun–Sam 07h00–20h00
KIN0291,Centre de Rééducation Santé,Douala,Douala III,Nkongmondo,4.081916,9.63949,+237 655 468 025,santé@hotmail.com,Oui,Non,Oui,Oui,Non,Non,Oui,Lun–Sam 07h00–20h00
KIN0292,Physiothérapie Tchoupo,Yaoundé,Yaoundé III,Nkol-Eton,3.832945,11.536512,+237 233 725 320,physiothérapie@kine.cm,Oui,Non,Non,Non,Oui,Non,Non,Lun–Sam 08h30–18h30
KIN0293,Centre de Kinésithérapie de New Bell,Douala,Douala V,PK10,4.057391,9.771377,+237 233 414 371,newbell@hotmail.com,Oui,Oui,Oui,Non,Non,Non,Non,Lun–Sam 07h30–19h00
KIN0294,Cabinet de Kinésithérapie Cécile,Yaoundé,Yaoundé VII,Djoungolo,3.834963,11.476509,+237 650 406 593,cécile@hotmail.com,Oui,Oui,Oui,Oui,Oui,Non,Oui,7j/7 — 08h00–20h00
KIN0295,Centre de Kinésithérapie de Sodiko,Douala,Douala IV,PK10,4.053035,9.715529,+237 653 205 124,sodiko@hotmail.com,Oui,Non,Oui,Non,Oui,Oui,Oui,7j/7 — 08h00–20h00
KIN0296,Physiothérapie Tchoupo,Douala,Douala I,Bonaberi,3.975243,9.704328,+237 242 719 139,physiothérapie@yahoo.fr,Oui,Oui,Non,Non,Non,Oui,Non,Lun–Sam 07h30–19h00
KIN0297,Centre de Kinésithérapie de Nzeng-Ayong,Douala,Douala VI,Ndokoti,3.98825,9.749264,+237 699 960 943,nzeng-ayong@gmail.com,Oui,Oui,Non,Non,Oui,Non,Non,Lun–Dim 08h00–18h00
KIN0298,Centre de Kinésithérapie de Youpwé,Douala,Douala V,Youpwé,4.023066,9.657889,+237 655 128 574,youpwé@gmail.com,Oui,Oui,Oui,Non,Non,Oui,Oui,Lun–Sam 08h00–17h00
KIN0299,Cabinet de Kinésithérapie André,Douala,Douala V,Bali,4.07628,9.74977,+237 699 186 413,andré@hotmail.com,Oui,Oui,Oui,Oui,Non,Non,Oui,Lun–Sam 07h00–20h00
KIN0300,Physiothérapie Bikié,Douala,Douala IV,Village,3.970286,9.684597,+237 691 329 264,physiothérapie@kine.cm,Oui,Non,Non,Non,Non,Non,Non,Lun–Dim 08h00–18h00
KIN0301,Centre de Rééducation Bien-être,Yaoundé,Yaoundé III,Biyem-Assi,3.815124,11.509489,+237 693 742 991,bien-être@gmail.com,Oui,Oui,Non,Oui,Non,Non,Non,Lun–Ven 08h00–18h00
KIN0302,Cabinet Kiné Hamadou,Yaoundé,Yaoundé IV,Mvog-Mbi,3.834512,11.487419,+237 694 306 533,kinéhamadou@hotmail.com,Oui,Oui,Non,Non,Non,Oui,Non,Lun–Dim 08h00–18h00
KIN0303,Centre de Rééducation Saint-Patrick,Yaoundé,Yaoundé III,Nkoabang,3.899144,11.441648,+237 655 528 002,patrick@hotmail.com,Oui,Oui,Oui,Non,Non,Oui,Oui,Lun–Ven 07h30–17h30
KIN0304,Centre de Rééducation Secours,Douala,Douala III,Ndog-Passi III,4.140192,9.704612,+237 697 582 485,secours@kine.cm,Oui,Non,Oui,Non,Oui,Non,Non,Lun–Ven 07h30–17h30
KIN0305,Centre de Kinésithérapie de New Bell,Douala,Douala IV,Ndoghem,4.098374,9.755025,+237 693 552 204,newbell@gmail.com,Oui,Oui,Non,Oui,Non,Non,Non,Lun–Sam 07h00–20h00
KIN0306,Cabinet Kiné Djoumbi,Douala,Douala IV,Bonanjo,4.076229,9.693431,+237 233 277 163,kinédjoumbi@gmail.com,Oui,Oui,Oui,Oui,Non,Non,Non,Lun–Sam 08h30–18h30
KIN0307,Centre de Rééducation Saint-Félicité,Yaoundé,Yaoundé VII,Nkol-Afeme,3.956538,11.487468,+237 690 089 119,félicité@kine.cm,Oui,Non,Non,Oui,Non,Non,Non,Lun–Sam 08h00–17h00
KIN0308,Centre de Kinésithérapie de Mboppi,Douala,Douala IV,Boko,4.032344,9.783059,+237 693 191 714,mboppi@hotmail.com,Oui,Non,Non,Non,Oui,Non,Oui,Lun–Sam 08h00–17h00
KIN0309,Centre de Kinésithérapie de Mbanya,Douala,Douala I,Kotto,3.976082,9.672724,+237 655 104 173,mbanya@hotmail.com,Oui,Oui,Non,Non,Non,Non,Non,Lun–Ven 07h30–17h30
KIN0310,Centre de Rééducation Saint-Félicité,Yaoundé,Yaoundé VI,Émana,3.858572,11.501881,+237 696 062 194,félicité@yahoo.fr,Oui,Non,Oui,Oui,Non,Non,Non,Lun–Ven 07h30–17h30
KIN0311,Centre de Rééducation Saint-François,Yaoundé,Yaoundé II,Nkol-Eton,3.784372,11.550204,+237 678 124 522,françois@gmail.com,Oui,Oui,Non,Oui,Non,Non,Oui,Lun–Sam 07h00–20h00
KIN0312,Centre de Kinésithérapie de Bessengue,Douala,Douala V,Ndogbong,4.052556,9.619683,+237 694 292 314,bessengue@gmail.com,Oui,Oui,Non,Oui,Oui,Non,Non,Lun–Ven 07h30–17h30
KIN0313,Centre de Kinésithérapie de PK14,Douala,Douala III,Cité des Palmiers,4.066014,9.722556,+237 651 497 183,pk14@hotmail.com,Oui,Oui,Non,Non,Non,Non,Oui,Lun–Dim 08h00–18h00
KIN0314,Centre de Kinésithérapie de Elig-Essono,Yaoundé,Yaoundé II,Olembe,3.818885,11.569017,+237 693 198 409,elig-essono@gmail.com,Oui,Oui,Non,Non,Non,Non,Non,7j/7 — 08h00–20h00
KIN0315,Cabinet de Kinésithérapie Pierre,Yaoundé,Yaoundé VI,Cité Verte,3.927948,11.476933,+237 697 974 207,pierre@gmail.com,Oui,Oui,Oui,Non,Non,Non,Non,Lun–Dim 08h00–18h00
KIN0316,Physiothérapie Nguele,Douala,Douala VI,Bassa,4.047882,9.622313,+237 699 610 785,physiothérapie@kine.cm,Oui,Non,Oui,Non,Non,Non,Oui,Lun–Sam 07h30–19h00
KIN0317,Centre de Rééducation Saint-Dominique,Yaoundé,Yaoundé VI,Étoa-Meki,3.91774,11.483323,+237 691 019 080,dominique@hotmail.com,Oui,Non,Non,Non,Non,Non,Non,Lun–Sam 07h00–20h00
KIN0318,Cabinet Kiné Nkoa,Yaoundé,Yaoundé VII,Nkol-Eton,3.825259,11.568546,+237 679 699 352,kinénkoa@gmail.com,Oui,Oui,Non,Non,Oui,Non,Non,Lun–Sam 08h00–17h00
KIN0319,Centre de Kinésithérapie de Bonaloka,Douala,Douala I,Akwa,4.073696,9.699804,+237 691 048 260,bonaloka@kine.cm,Oui,Non,Non,Non,Non,Non,Non,7j/7 — 08h00–20h00
KIN0320,Physiothérapie Elong,Yaoundé,Yaoundé III,Nkomo,3.824467,11.48278,+237 242 024 327,physiothérapie@yahoo.fr,Oui,Non,Oui,Oui,Oui,Non,Non,Lun–Sam 07h30–19h00
KIN0321,Centre de Kinésithérapie de Mvan,Yaoundé,Yaoundé I,Madagascar,3.894823,11.524282,+237 650 412 810,mvan@hotmail.com,Oui,Oui,Non,Non,Non,Non,Non,Lun–Dim 08h00–18h00
KIN0322,Physiothérapie Mbassi,Douala,Douala I,Nkongmondo,4.118945,9.680533,+237 691 604 931,physiothérapie@kine.cm,Oui,Oui,Non,Non,Non,Oui,Oui,Lun–Sam 08h30–18h30
KIN0323,Centre de Kinésithérapie de Bonaberi,Douala,Douala I,Bassa,4.118591,9.765153,+237 650 710 292,bonaberi@yahoo.fr,Oui,Non,Non,Non,Non,Non,Non,Lun–Sam 08h30–18h30
KIN0324,Centre de Rééducation Vie,Douala,Douala III,Koumassi,4.068844,9.742071,+237 691 066 708,vie@yahoo.fr,Oui,Oui,Non,Non,Non,Non,Non,Lun–Ven 08h00–18h00
KIN0325,Physiothérapie Kamga,Yaoundé,Yaoundé IV,Étoa-Meki,3.875536,11.413894,+237 692 641 185,physiothérapie@yahoo.fr,Oui,Oui,Non,Non,Non,Non,Non,Lun–Sam 07h30–19h00
KIN0326,Cabinet de Kinésithérapie André,Yaoundé,Yaoundé IV,Biteng,3.900107,11.587616,+237 650 830 241,andré@yahoo.fr,Oui,Non,Oui,Oui,Oui,Non,Oui,Lun–Sam 08h30–18h30
KIN0327,Cabinet de Kinésithérapie Dominique,Douala,Douala III,Japoma,3.990568,9.744577,+237 697 858 800,dominique@yahoo.fr,Oui,Non,Non,Oui,Non,Non,Non,7j/7 — 08h00–20h00
KIN0328,Cabinet Kiné Nlend,Yaoundé,Yaoundé I,Nsam,3.880289,11.41525,+237 693 794 594,kinénlend@gmail.com,Oui,Non,Oui,Non,Non,Non,Non,Lun–Sam 08h30–18h30
KIN0329,Centre de Rééducation Saint-Jean,Yaoundé,Yaoundé VI,Ekounou,3.837848,11.520236,+237 243 079 429,jean@yahoo.fr,Oui,Non,Non,Oui,Non,Non,Non,Lun–Sam 08h30–18h30
KIN0330,Centre de Kinésithérapie de Akwa,Douala,Douala III,Bali,3.966044,9.729296,+237 651 332 392,akwa@gmail.com,Oui,Oui,Oui,Non,Non,Non,Non,7j/7 — 08h00–20h00
KIN0331,Cabinet Kiné Feudjio,Yaoundé,Yaoundé VI,Nkoabang,3.777277,11.446745,+237 691 190 525,kinéfeudjio@gmail.com,Oui,Oui,Non,Non,Non,Oui,Oui,Lun–Ven 08h00–18h00
KIN0332,Centre de Kinésithérapie de Ndog-Bong,Douala,Douala II,Koumassi,3.98674,9.771083,+237 697 221 174,ndog-bong@kine.cm,Oui,Oui,Oui,Non,Non,Oui,Non,Lun–Sam 08h00–17h00
KIN0333,Cabinet Kiné Ndoumbe,Yaoundé,Yaoundé VI,Elig-Essono,3.906301,11.51849,+237 222 958 007,kinéndoumbe@kine.cm,Oui,Oui,Oui,Oui,Non,Non,Non,Lun–Ven 07h30–17h30
KIN0334,Cabinet de Kinésithérapie Luc,Yaoundé,Yaoundé VII,Djoungolo,3.935792,11.44578,+237 699 159 714,luc@yahoo.fr,Oui,Oui,Oui,Non,Non,Non,Non,Lun–Sam 07h30–19h00
KIN0335,Cabinet Kiné Kamga,Douala,Douala I,Village,4.112467,9.668961,+237 242 380 895,kinékamga@hotmail.com,Oui,Oui,Oui,Oui,Non,Non,Non,Lun–Ven 08h00–18h00
KIN0336,Centre de Rééducation Saint-Marc,Yaoundé,Yaoundé VI,Étoa-Meki,3.791987,11.548187,+237 697 034 082,marc@kine.cm,Oui,Oui,Non,Oui,Non,Non,Non,Lun–Ven 08h00–18h00
KIN0337,Centre de Kinésithérapie de Logbessou,Douala,Douala III,Boko,4.084463,9.755806,+237 678 681 673,logbessou@gmail.com,Oui,Oui,Oui,Oui,Non,Non,Oui,Lun–Sam 07h30–19h00
KIN0338,Centre de Rééducation Salut,Yaoundé,Yaoundé IV,Efoulan,3.838927,11.427182,+237 695 193 284,salut@hotmail.com,Oui,Oui,Oui,Non,Non,Non,Non,Lun–Sam 08h00–17h00
KIN0339,Centre de Kinésithérapie de Biyem-Assi,Yaoundé,Yaoundé VI,Biyem-Assi,3.879042,11.542948,+237 691 352 544,biyem-assi@kine.cm,Oui,Non,Non,Non,Non,Non,Non,7j/7 — 08h00–20h00
KIN0340,Centre de Rééducation Saint-Jeanne,Douala,Douala III,Sodiko,3.987656,9.649423,+237 655 771 770,jeanne@kine.cm,Oui,Oui,Oui,Non,Non,Oui,Oui,Lun–Sam 07h00–20h00
KIN0341,Centre de Kinésithérapie de PK12,Douala,Douala IV,PK8,4.103337,9.732967,+237 677 270 055,pk12@yahoo.fr,Oui,Non,Oui,Non,Oui,Oui,Non,Lun–Dim 08h00–18h00
KIN0342,Centre de Kinésithérapie de PK10,Douala,Douala VI,Cité des Palmiers,4.033467,9.628054,+237 655 168 243,pk10@hotmail.com,Oui,Non,Non,Non,Oui,Non,Oui,Lun–Sam 08h30–18h30
KIN0343,Centre de Rééducation Providence,Douala,Douala II,Bali,4.023309,9.706655,+237 654 628 996,providence@kine.cm,Oui,Oui,Non,Non,Oui,Non,Non,Lun–Sam 08h30–18h30
KIN0344,Cabinet de Kinésithérapie Monique,Yaoundé,Yaoundé I,Tsinga,3.875733,11.579344,+237 699 382 120,monique@kine.cm,Oui,Oui,Oui,Non,Non,Non,Non,Lun–Sam 08h30–18h30
KIN0345,Centre de Rééducation Saint-Joseph,Douala,Douala VI,Bonaberi,4.008947,9.782664,+237 698 392 019,joseph@gmail.com,Oui,Oui,Non,Non,Oui,Non,Non,Lun–Sam 08h30–18h30
KIN0346,Centre de Rééducation Saint-Monique,Yaoundé,Yaoundé III,Nkol-Eton,3.877098,11.525803,+237 692 523 725,monique@kine.cm,Oui,Non,Non,Non,Non,Non,Non,Lun–Sam 08h30–18h30
KIN0347,Physiothérapie Nkoa,Douala,Douala V,PK8,4.080489,9.720814,+237 679 198 429,physiothérapie@kine.cm,Oui,Oui,Non,Oui,Non,Non,Non,Lun–Sam 07h30–19h00
KIN0348,Centre de Kinésithérapie de Olembe,Yaoundé,Yaoundé III,Olembe,3.91484,11.511392,+237 654 664 301,olembe@hotmail.com,Oui,Non,Non,Oui,Non,Non,Non,Lun–Sam 08h00–17h00
KIN0349,Centre de Rééducation Saint-Cécile,Yaoundé,Yaoundé V,Kondengui,3.851793,11.430621,+237 699 580 526,cécile@hotmail.com,Oui,Oui,Oui,Oui,Oui,Non,Non,7j/7 — 08h00–20h00
KIN0350,Centre de Kinésithérapie de Nyalla,Douala,Douala IV,PK17,4.053812,9.637046,+237 243 651 337,nyalla@gmail.com,Oui,Oui,Non,Oui,Non,Non,Oui,Lun–Sam 07h30–19h00
